onset	duration	normalized_rt	gains	losses	missing_trials	outcome
2.002	1.5192	0.8158	2.0	5.0	0	accept
6.502	1.5192	0.4278	2.0	7.0	0	accept
12.252	1.5192	0.4268	-10.0	7.0	0	accept
16.752	1.5192	0.0098	-2.0	7.0	0	accept
21.752	1.5192	0.9808	10.0	-3.0	1	n/a
25.752	1.5192	-0.4862	6.0	-7.0	0	accept
35.502	1.5192	0.0828	-2.0	-5.0	0	accept
41.502	1.5192	0.0488	-6.0	-7.0	0	reject
46.002	1.5192	-0.5002	2.0	1.0	0	accept
52.252	1.5192	-0.4252	-14.0	-1.0	0	reject
57.502	1.5192	-0.5082	-10.0	-7.0	0	reject
61.002	1.5192	-0.6802	-10.0	-5.0	0	reject
64.752	1.5192	-0.7502	-14.0	1.0	0	reject
68.752	1.5192	0.5458	14.0	-7.0	0	accept
75.252	1.5192	-0.3392	-14.0	-5.0	0	reject
78.752	1.5192	-0.0302	14.0	-3.0	0	accept
82.252	1.5192	-0.3872	6.0	3.0	0	accept
86.252	1.5192	0.7868	6.0	-5.0	0	reject
90.752	1.5192	-0.0392	-6.0	-1.0	0	reject
97.002	1.5192	0.1528	-10.0	5.0	0	accept
103.252	1.5192	0.9808	10.0	1.0	1	n/a
107.752	1.5192	-0.6422	-2.0	3.0	0	accept
115.752	1.5192	-0.2782	14.0	1.0	0	accept
125.252	1.5192	-0.4782	6.0	7.0	0	accept
131.752	1.5192	0.4268	-2.0	-3.0	0	reject
139.502	1.5192	0.9808	10.0	-7.0	1	n/a
145.502	1.5192	-0.1862	-6.0	-3.0	0	reject
149.502	1.5192	0.2118	-14.0	7.0	0	reject
156.502	1.5192	-0.7262	10.0	3.0	0	accept
160.002	1.5192	0.4798	6.0	1.0	0	accept
164.252	1.5192	0.2238	2.0	-3.0	0	accept
171.502	1.5192	0.4428	-6.0	-5.0	0	reject
179.002	1.5192	-0.7342	10.0	7.0	0	accept
182.752	1.5192	-0.5352	14.0	5.0	0	accept
186.502	1.5192	0.1498	-2.0	5.0	0	accept
190.502	1.5192	0.6578	14.0	-5.0	0	accept
194.002	1.5192	-0.0102	-14.0	5.0	0	reject
200.252	1.5192	0.8118	-6.0	5.0	0	accept
210.752	1.5192	0.9808	-6.0	3.0	1	n/a
219.252	1.5192	0.2928	6.0	-3.0	0	accept
226.752	1.5192	-0.4992	2.0	3.0	0	accept
231.752	1.5192	-0.5872	14.0	3.0	0	accept
238.002	1.5192	-0.3422	14.0	-1.0	0	accept
243.252	1.5192	0.5648	-2.0	1.0	0	accept
248.002	1.5192	0.4468	-6.0	1.0	0	reject
254.002	1.5192	-0.0392	6.0	-1.0	0	accept
263.252	1.5192	0.7218	2.0	-7.0	0	accept
268.502	1.5192	-0.3062	-10.0	-3.0	0	reject
275.502	1.5192	0.7138	-10.0	3.0	0	accept
279.002	1.5192	-0.0812	-6.0	7.0	0	accept
284.502	1.5192	0.3388	-10.0	1.0	0	reject
290.502	1.5192	0.5488	10.0	-5.0	0	accept
295.002	1.5192	-0.1372	-14.0	3.0	0	reject
302.002	1.5192	0.4388	2.0	-1.0	0	accept
306.002	1.5192	-0.3442	-14.0	-7.0	0	reject
310.252	1.5192	0.9808	-2.0	-7.0	1	n/a
316.002	1.5192	-0.6652	14.0	7.0	0	accept
321.752	1.5192	-0.3442	6.0	5.0	0	accept
331.752	1.5192	-0.4692	-14.0	-3.0	0	reject
337.002	1.5192	0.6188	-2.0	-1.0	0	accept
341.002	1.5192	0.3218	2.0	-5.0	0	reject
347.002	1.5192	-0.3822	-10.0	-1.0	0	reject
352.502	1.5192	0.8468	10.0	-1.0	0	accept
356.002	1.5192	-0.6232	10.0	5.0	0	accept
