onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
1.252	2.4817	client_2	8.625	-6.5625	reject	0	0.0703
6.502	2.4817	client_2	-15.375	-4.5625	reject	0	-0.7457
11.752	2.4817	client_1	-3.375	1.4375	accept	0	-0.1187
20.252	2.4817	client_2	-7.375	1.4375	reject	0	-0.2187
27.252	2.4817	client_2	12.625	7.4375	accept	0	-0.2057
33.002	2.4817	client_1	-7.375	-6.5625	reject	0	-0.6357
37.752	2.4817	client_1	12.625	-2.5625	accept	0	0.2903
44.253	2.4817	client_1	4.625	-2.5625	accept	0	-0.3647
52.002	2.4817	client_1	8.625	-2.5625	accept	0	-0.6417
59.252	2.4817	client_1	4.625	7.4375	accept	0	-0.9117
64.752	2.4817	client_2	0.625	1.4375	reject	0	-0.2117
70.752	2.4817	client_1	4.625	-6.5625	accept	0	-0.0867
77.752	2.4817	client_2	4.625	7.4375	accept	0	-0.3847
85.002	2.4817	client_2	0.625	5.4375	accept	0	-0.0217
90.752	2.4817	client_1	-11.375	-0.5625	reject	0	-0.0467
98.752	2.4817	client_1	12.625	7.4375	accept	0	-0.6127
104.002	2.4817	client_2	-3.375	3.4375	reject	0	0.7553
109.252	2.4817	client_2	-15.375	5.4375	reject	0	-0.3547
114.002	2.4817	client_1	-3.375	-6.5625	accept	0	0.0303
119.252	2.4817	client_1	-11.375	5.4375	accept	0	0.2063
123.752	2.4817	client_1	12.625	3.4375	accept	0	-0.7067
130.002	2.4817	client_2	-7.375	5.4375	reject	0	0.2663
140.752	2.4817	client_2	4.625	-2.5625	reject	0	0.0603
147.502	2.4817	client_1	-11.375	1.4375	accept	0	0.0483
153.002	2.4817	client_2	-11.375	-0.5625	reject	0	-0.2187
159.502	2.4817	client_1	-7.375	-2.5625	accept	0	0.4223
165.252	2.4817	client_1	-3.375	-0.5625	accept	0	0.4313
174.502	2.4817	client_2	-15.375	3.4375	reject	0	-0.3717
180.252	2.4817	client_1	12.625	-6.5625	accept	0	-0.4687
187.252	2.4817	client_2	-15.375	-6.5625	reject	0	-0.4677
193.252	2.4817	client_1	0.625	-2.5625	accept	0	0.5693
202.752	2.4817	client_2	8.625	5.4375	accept	0	-0.2367
207.753	2.4817	client_2	8.625	-0.5625	accept	0	0.9043
213.752	2.4817	client_2	-3.375	-2.5625	reject	0	0.4223
218.752	2.4817	client_2	-15.375	-2.5625	reject	0	-0.6737
224.502	2.4817	client_1	-11.375	7.4375	accept	0	0.3193
231.752	2.4817	client_2	0.625	-4.5625	reject	0	0.1423
236.752	2.4817	client_2	-3.375	-4.5625	reject	0	-0.6517
245.002	2.4817	client_1	-11.375	-2.5625	reject	0	0.0973
253.502	2.4817	client_2	4.625	-4.5625	reject	0	0.8933
258.252	2.4817	client_2	12.625	-2.5625	accept	0	0.4453
264.002	2.4817	client_2	8.625	1.4375	accept	0	0.5753
272.502	2.4817	client_1	0.625	-6.5625	accept	0	-0.1367
277.502	2.4817	client_1	0.625	-0.5625	accept	0	0.5443
285.252	2.4817	client_1	-15.375	-6.5625	reject	0	-0.5807
291.252	2.4817	client_2	-3.375	7.4375	accept	0	0.0813
298.752	2.4817	client_1	8.625	1.4375	accept	0	-0.3957
309.752	2.4817	client_2	12.625	1.4375	accept	0	-0.1157
315.002	2.4817	client_2	12.625	-6.5625	reject	0	0.5103
319.752	2.4817	client_1	-3.375	-4.5625	accept	0	0.3453
324.252	2.4817	client_2	4.625	1.4375	accept	0	0.6233
329.752	2.4817	client_1	-15.375	7.4375	accept	0	0.4593
335.252	2.4817	client_1	8.625	7.4375	accept	0	-0.6937
346.252	2.4817	client_1	4.625	-0.5625	accept	0	0.0243
354.002	2.4817	client_2	8.625	-4.5625	accept	0	0.8353
365.502	2.4817	client_2	0.625	7.4375	accept	0	0.1743
372.002	2.4817	client_2	8.625	-2.5625	reject	0	0.1013
378.252	2.4817	client_1	0.625	1.4375	accept	0	0.4353
383.252	2.4817	client_1	8.625	-4.5625	accept	0	0.1193
388.502	2.4817	client_2	0.625	3.4375	accept	0	0.6623
394.004	2.4817	client_1	-15.375	-2.5625	reject	0	-0.4367
400.002	2.4817	client_2	-3.375	-0.5625	reject	0	0.4503
406.502	2.4817	client_1	12.625	5.4375	accept	0	-0.3987
413.252	2.4817	client_1	8.625	-0.5625	accept	0	-0.2017
