onset	duration	normalized_rt	gains	losses	missing_trials	outcome
3.502	1.4923	-0.2403	14.0	-1.0	0	accept
10.752	1.4923	-0.1933	2.0	-3.0	0	accept
19.252	1.4923	-0.1543	-14.0	5.0	0	accept
23.002	1.4923	0.6107	-2.0	1.0	0	accept
28.002	1.4923	-0.2813	2.0	1.0	0	accept
31.502	1.4923	-0.0033	6.0	1.0	0	accept
35.002	1.4923	0.7237	14.0	-5.0	0	accept
40.252	1.4923	-0.1803	-6.0	3.0	0	accept
46.252	1.4923	-0.0183	10.0	5.0	0	accept
49.752	1.4923	-0.1703	10.0	-5.0	0	accept
53.502	1.4923	0.0637	-14.0	3.0	0	accept
59.752	1.4923	-0.1593	6.0	-3.0	0	accept
70.002	1.4923	0.3287	14.0	3.0	0	accept
75.752	1.4923	-0.1413	6.0	3.0	0	accept
79.752	1.4923	0.9877	14.0	1.0	0	accept
86.252	1.4923	0.2687	-6.0	-5.0	0	reject
92.252	1.4923	0.1387	-6.0	-7.0	0	reject
96.252	1.4923	0.0697	-2.0	-7.0	0	reject
101.002	1.4923	0.1957	-14.0	1.0	0	reject
106.002	1.4923	-0.0603	2.0	-7.0	0	accept
112.502	1.4923	-0.1243	-2.0	7.0	0	accept
116.752	1.4923	-0.1843	6.0	5.0	0	accept
120.502	1.4923	-0.1553	14.0	-3.0	0	accept
130.252	1.4923	0.7017	10.0	-7.0	0	accept
134.002	1.4923	0.3897	-2.0	-5.0	0	accept
137.752	1.4923	-0.0743	-10.0	-1.0	0	reject
141.252	1.4923	-0.3793	-2.0	-3.0	0	accept
149.752	1.4923	0.0647	2.0	5.0	0	accept
158.752	1.4923	-0.0283	-14.0	7.0	0	accept
163.002	1.4923	-0.2163	-10.0	-5.0	0	reject
169.502	1.4923	-0.1163	2.0	7.0	0	accept
176.252	1.4923	-0.0653	10.0	1.0	0	accept
179.752	1.4923	0.2507	-14.0	-7.0	0	reject
183.752	1.4923	0.2947	-10.0	-7.0	0	reject
188.002	1.4923	-0.3693	-14.0	-5.0	0	reject
195.252	1.4923	0.7187	2.0	-1.0	0	accept
200.502	1.4923	-0.2563	6.0	-1.0	0	accept
208.752	1.4923	-0.2553	-6.0	5.0	0	reject
212.502	1.4923	-0.2583	14.0	5.0	0	accept
217.502	1.4923	0.0847	10.0	3.0	0	accept
221.002	1.4923	-0.2833	10.0	-3.0	0	accept
226.252	1.4923	0.0887	6.0	-7.0	0	accept
231.502	1.4923	7.0E-4	10.0	7.0	0	accept
235.502	1.4923	-0.0023	-2.0	3.0	0	accept
239.502	1.4923	-0.3883	2.0	3.0	0	accept
245.252	1.4923	-0.0733	6.0	7.0	0	accept
250.502	1.4923	0.8617	6.0	-5.0	0	accept
258.502	1.4923	0.0567	-2.0	-1.0	0	accept
269.002	1.4923	-0.2323	-10.0	-3.0	0	reject
273.502	1.4923	0.3407	-10.0	3.0	0	accept
279.752	1.4923	0.2787	-6.0	-1.0	0	accept
285.502	1.4923	-0.5443	14.0	7.0	0	accept
289.252	1.4923	-0.4773	-6.0	7.0	0	accept
297.502	1.4923	-0.1953	-6.0	-3.0	0	accept
305.502	1.4923	0.2837	-14.0	-3.0	0	reject
312.252	1.4923	-0.4653	-2.0	5.0	0	accept
319.002	1.4923	0.2407	10.0	-1.0	0	accept
323.002	1.4923	0.0747	-10.0	1.0	0	reject
326.502	1.4923	-0.3123	-10.0	7.0	0	accept
330.502	1.4923	1.0077	-10.0	5.0	1	n/a
334.752	1.4923	-0.1973	2.0	-5.0	0	accept
340.252	1.4923	-0.2953	-14.0	-1.0	0	reject
346.502	1.4923	-0.3583	-6.0	1.0	0	accept
351.502	1.4923	-0.2113	14.0	-7.0	0	accept
