onset	duration	normalized_rt	gains	losses	missing_trials	outcome
4.252	1.0875	0.8805	-14.0	-3.0	0	accept
9.002	1.0875	0.3365	-14.0	3.0	0	reject
14.002	1.0875	-0.5355	2.0	3.0	0	accept
20.252	1.0875	-0.0165	-14.0	-5.0	0	reject
24.502	1.0875	-0.2415	-10.0	-5.0	0	reject
29.252	1.0875	-0.2645	-10.0	-1.0	0	reject
34.252	1.0875	-0.2375	-14.0	-1.0	0	reject
37.752	1.0875	-0.4215	2.0	-5.0	0	accept
46.502	1.0875	-0.4955	2.0	7.0	0	accept
51.002	1.0875	-0.3445	10.0	-3.0	0	accept
56.252	1.0875	-0.5335	10.0	7.0	0	accept
61.252	1.0875	-0.5355	-2.0	5.0	0	accept
66.002	1.0875	0.1545	6.0	-5.0	0	reject
71.502	1.0875	-0.2315	10.0	1.0	0	accept
75.252	1.0875	-0.4525	-6.0	5.0	0	accept
79.752	1.0875	0.0695	6.0	-3.0	0	accept
88.252	1.0875	-0.1645	10.0	5.0	0	accept
91.752	1.0875	-0.5755	14.0	5.0	0	accept
95.252	1.0875	-0.5525	14.0	3.0	0	accept
100.752	1.0875	0.2475	-6.0	-7.0	0	reject
105.752	1.0875	-0.2995	2.0	-7.0	0	accept
110.002	1.0875	0.1265	-10.0	1.0	0	accept
118.502	1.0875	-0.0875	14.0	-1.0	0	accept
125.002	1.0875	0.3825	-10.0	5.0	0	accept
134.502	1.0875	-0.2425	6.0	-1.0	0	accept
139.502	1.0875	-5.0E-4	-10.0	-3.0	0	reject
143.002	1.0875	0.3305	10.0	-7.0	0	accept
147.252	1.0875	0.1165	14.0	-3.0	0	accept
154.252	1.0875	0.1495	-2.0	1.0	0	accept
162.002	1.0875	-0.1195	2.0	-3.0	0	accept
165.502	1.0875	-0.3515	10.0	-1.0	0	accept
169.502	1.0875	-0.1635	-14.0	7.0	0	accept
173.002	1.0875	0.3665	-14.0	1.0	0	reject
180.002	1.0875	0.4185	-2.0	-1.0	0	accept
184.002	1.0875	-0.2245	6.0	5.0	0	accept
187.502	1.0875	-0.1595	14.0	1.0	0	accept
191.502	1.0875	0.1985	-6.0	-5.0	0	accept
196.502	1.0875	0.3995	-14.0	5.0	0	reject
202.752	1.0875	-0.3415	10.0	3.0	0	accept
206.252	1.0875	-0.2735	6.0	1.0	0	accept
210.002	1.0875	0.0725	-6.0	-3.0	0	reject
215.502	1.0875	-0.3035	2.0	1.0	0	accept
222.502	1.0875	-0.2845	-10.0	7.0	0	accept
226.502	1.0875	0.3575	-6.0	-1.0	0	reject
233.502	1.0875	0.8015	-2.0	-3.0	0	reject
237.752	1.0875	0.6655	14.0	-5.0	0	accept
246.752	1.0875	0.1825	10.0	-5.0	0	accept
256.752	1.0875	0.4235	-10.0	3.0	0	accept
262.002	1.0875	-0.3855	6.0	7.0	0	accept
265.752	1.0875	-0.3065	6.0	3.0	0	accept
274.502	1.0875	0.3885	-10.0	-7.0	0	reject
281.502	1.0875	1.1105	-2.0	-5.0	0	accept
288.252	1.0875	0.9255	-6.0	1.0	0	accept
295.252	1.0875	0.2625	-6.0	3.0	0	accept
304.002	1.0875	1.4125	14.0	-7.0	1	n/a
309.002	1.0875	0.2985	2.0	5.0	0	accept
313.752	1.0875	-0.3235	-6.0	7.0	0	accept
319.502	1.0875	-0.4665	-2.0	3.0	0	accept
324.752	1.0875	-0.2385	2.0	-1.0	0	accept
328.502	1.0875	0.0895	6.0	-7.0	0	accept
332.252	1.0875	0.5255	-2.0	7.0	0	accept
337.502	1.0875	-0.5665	14.0	7.0	0	accept
348.002	1.0875	0.0015	-2.0	-7.0	0	accept
352.002	1.0875	0.4565	-14.0	-7.0	0	reject
