onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.252	1.2393	0.3417	10.0	-3.0	0	accept
7.502	1.2393	0.3327	2.0	7.0	0	accept
11.502	1.2393	1.2607	6.0	7.0	1	n/a
15.002	1.2393	-0.1173	-6.0	7.0	0	accept
18.752	1.2393	-3.0E-4	14.0	7.0	0	accept
22.252	1.2393	0.0037	-6.0	5.0	0	accept
26.252	1.2393	0.3777	14.0	-5.0	0	accept
31.252	1.2393	0.1537	10.0	7.0	0	accept
38.502	1.2393	0.1637	-10.0	-1.0	0	reject
42.252	1.2393	0.0347	2.0	-7.0	0	reject
48.502	1.2393	0.1127	6.0	-5.0	0	accept
54.752	1.2393	0.1127	-14.0	-3.0	0	reject
59.252	1.2393	0.0917	-14.0	1.0	0	reject
68.252	1.2393	-0.0693	10.0	-1.0	0	accept
72.002	1.2393	-0.1803	-6.0	-1.0	0	reject
76.002	1.2393	0.3187	-14.0	-1.0	0	reject
81.002	1.2393	-0.1083	14.0	-1.0	0	accept
85.002	1.2393	-0.0983	14.0	1.0	0	accept
95.252	1.2393	-0.0583	-14.0	5.0	0	reject
103.502	1.2393	-0.3753	14.0	3.0	0	accept
110.502	1.2393	-0.3663	-6.0	-7.0	0	reject
115.252	1.2393	-0.2503	-14.0	-5.0	0	reject
119.002	1.2393	-0.3483	-2.0	-5.0	0	reject
122.752	1.2393	0.1027	-2.0	-3.0	0	reject
128.502	1.2393	-0.3443	-6.0	-3.0	0	reject
133.252	1.2393	-0.1683	-14.0	-7.0	0	reject
137.002	1.2393	-0.2473	-10.0	-7.0	0	reject
143.002	1.2393	0.2797	-10.0	1.0	0	reject
149.752	1.2393	-0.3133	-2.0	5.0	0	accept
154.502	1.2393	-0.3213	2.0	3.0	0	accept
159.002	1.2393	-0.4433	10.0	5.0	0	accept
163.252	1.2393	-0.2823	14.0	5.0	0	accept
167.252	1.2393	0.1377	-6.0	3.0	0	accept
173.002	1.2393	-0.0273	-10.0	-3.0	0	reject
177.502	1.2393	0.1737	-2.0	3.0	0	accept
182.002	1.2393	-0.3133	2.0	-3.0	0	accept
187.252	1.2393	0.0787	-10.0	5.0	0	reject
196.002	1.2393	-0.0053	2.0	1.0	0	accept
203.502	1.2393	-0.1113	-10.0	3.0	0	accept
213.502	1.2393	-0.3643	-10.0	-5.0	0	reject
217.002	1.2393	0.1817	-6.0	1.0	0	accept
221.752	1.2393	0.3667	-14.0	3.0	0	reject
226.002	1.2393	0.2257	6.0	3.0	0	accept
236.502	1.2393	-0.1953	10.0	3.0	0	accept
240.502	1.2393	-0.3023	14.0	-3.0	0	accept
244.252	1.2393	0.2517	2.0	-1.0	0	reject
249.252	1.2393	0.2177	-2.0	-7.0	0	reject
256.752	1.2393	-0.2653	-14.0	7.0	0	reject
267.002	1.2393	0.0517	-10.0	7.0	0	accept
271.502	1.2393	0.3697	14.0	-7.0	0	reject
276.002	1.2393	0.1807	10.0	-5.0	0	reject
283.002	1.2393	0.0977	6.0	-1.0	0	accept
291.502	1.2393	-0.1293	6.0	1.0	0	accept
298.752	1.2393	-0.1573	6.0	-3.0	0	reject
304.502	1.2393	0.6737	6.0	5.0	0	accept
308.752	1.2393	-0.1323	-2.0	7.0	0	accept
315.002	1.2393	-0.0533	2.0	5.0	0	accept
319.002	1.2393	0.0607	-6.0	-5.0	0	reject
325.502	1.2393	-0.1773	10.0	1.0	0	accept
331.752	1.2393	-0.0083	10.0	-7.0	0	reject
336.752	1.2393	0.1967	6.0	-7.0	0	reject
346.752	1.2393	0.8017	2.0	-5.0	0	reject
351.003	1.2393	-0.1633	-2.0	-1.0	0	reject
359.002	1.2393	0.0077	-2.0	1.0	0	reject
