onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
1.002	1.9494	client_1	13.1875	-2.9688	accept	0	0.4896
8.752	1.9494	client_1	-14.8125	3.0312	reject	0	0.0436
14.502	1.9494	client_2	-6.8125	-6.9688	reject	0	-0.0304
19.252	1.9494	client_2	-2.8125	-6.9688	reject	0	-0.1734
24.502	1.9494	client_1	5.1875	7.0312	accept	0	0.0406
30.002	1.9494	client_2	-2.8125	-4.9688	reject	0	0.1486
38.002	1.9494	client_2	-6.8125	-4.9688	reject	0	-0.1644
43.752	1.9494	client_2	-2.8125	7.0312	accept	0	-0.2524
49.502	1.9494	client_1	9.1875	-0.9688	accept	0	0.0046
56.752	1.9494	client_1	9.1875	-2.9688	accept	0	-0.0394
64.002	1.9494	client_2	-6.8125	-2.9688	reject	0	0.2436
74.502	1.9494	client_2	5.1875	7.0312	accept	0	-0.2194
80.502	1.9494	client_1	13.1875	3.0312	accept	0	-0.2024
85.752	1.9494	client_1	-6.8125	-2.9688	reject	0	0.6536
92.752	1.9494	client_1	5.1875	1.0312	accept	0	0.1196
98.002	1.9494	client_2	-6.8125	-0.9688	reject	0	0.1136
103.002	1.9494	client_2	1.1875	-2.9688	reject	0	0.1976
108.252	1.9494	client_1	-6.8125	3.0312	accept	0	0.0416
113.502	1.9494	client_2	13.1875	5.0312	accept	0	0.2226
118.002	1.9494	client_2	5.1875	1.0312	accept	0	0.0106
123.252	1.9494	client_1	-14.8125	5.0312	reject	0	0.0986
132.752	1.9494	client_1	-14.8125	-0.9688	reject	0	-0.0404
137.752	1.9494	client_1	-10.8125	-0.9688	reject	0	-0.1454
142.752	1.9494	client_2	13.1875	7.0312	accept	0	-0.3234
149.502	1.9494	client_2	5.1875	-0.9688	reject	0	0.0596
156.252	1.9494	client_1	1.1875	3.0312	accept	0	-0.2524
165.752	1.9494	client_1	5.1875	-0.9688	accept	0	0.1946
171.502	1.9494	client_1	-6.8125	-4.9688	reject	0	-0.1084
176.252	1.9494	client_1	-14.8125	-4.9688	accept	0	-0.0034
183.752	1.9494	client_1	1.1875	1.0312	accept	0	0.2176
188.502	1.9494	client_1	-6.8125	7.0312	accept	0	-0.0134
200.002	1.9494	client_1	9.1875	-6.9688	accept	0	-0.0624
207.502	1.9494	client_1	9.1875	-4.9688	accept	0	-0.1724
218.752	1.9494	client_1	5.1875	3.0312	accept	0	-0.2324
224.002	1.9494	client_1	9.1875	1.0312	accept	0	-0.1804
229.252	1.9494	client_2	-6.8125	1.0312	accept	0	-0.0284
233.752	1.9494	client_1	-2.8125	3.0312	accept	0	-0.0064
238.502	1.9494	client_2	1.1875	1.0312	reject	0	-0.1984
243.502	1.9494	client_1	5.1875	-4.9688	accept	0	-0.3204
248.252	1.9494	client_2	5.1875	-2.9688	reject	0	-0.2184
256.502	1.9494	client_1	-14.8125	-2.9688	reject	0	-0.0014
263.502	1.9494	client_2	1.1875	-6.9688	reject	0	-0.0344
273.752	1.9494	client_1	9.1875	7.0312	accept	0	0.1466
284.252	1.9494	client_2	9.1875	1.0312	reject	0	-0.1684
290.252	1.9494	client_2	-14.8125	1.0312	reject	0	-0.1264
295.752	1.9494	client_1	5.1875	-6.9688	reject	0	-0.0864
304.752	1.9494	client_2	13.1875	-6.9688	reject	0	-0.1884
309.252	1.9494	client_2	1.1875	5.0312	accept	0	-0.2414
315.502	1.9494	client_2	5.1875	5.0312	accept	0	-0.0924
320.502	1.9494	client_2	13.1875	3.0312	accept	0	-0.3254
326.752	1.9494	client_1	-14.8125	7.0312	accept	0	0.4086
334.002	1.9494	client_2	-10.8125	3.0312	reject	0	-0.0024
345.002	1.9494	client_2	-10.8125	5.0312	reject	0	0.1186
349.502	1.9494	client_1	-10.8125	3.0312	accept	0	0.0826
355.752	1.9494	client_1	1.1875	7.0312	accept	0	-0.1304
363.002	1.9494	client_2	9.1875	-2.9688	reject	0	0.0716
370.752	1.9494	client_1	-10.8125	-6.9688	reject	0	0.2716
376.502	1.9494	client_2	-6.8125	5.0312	accept	0	0.4796
382.752	1.9494	client_2	5.1875	-4.9688	reject	0	-0.0574
389.252	1.9494	client_1	13.1875	-6.9688	accept	0	0.1956
394.252	1.9494	client_2	13.1875	-0.9688	reject	0	-0.0354
399.002	1.9494	client_2	-14.8125	3.0312	reject	0	0.2886
405.752	1.9494	client_2	-10.8125	1.0312	reject	0	-0.0234
413.252	1.9494	client_2	13.1875	-4.9688	reject	0	-0.0594
