onset	duration	normalized_rt	gains	losses	missing_trials	outcome
3.002	1.3406	0.2754	-2.0	-7.0	0	accept
9.002	1.3406	-0.4616	10.0	1.0	0	accept
18.002	1.3406	0.6124	-10.0	-3.0	0	accept
22.002	1.3406	-0.1646	2.0	-3.0	0	accept
32.252	1.3406	0.1354	14.0	1.0	0	accept
36.002	1.3406	-0.0636	-14.0	5.0	0	accept
41.502	1.3406	-0.0746	10.0	-1.0	0	accept
45.752	1.3406	0.2614	-10.0	5.0	0	accept
49.502	1.3406	-0.5956	2.0	7.0	0	accept
55.002	1.3406	0.9674	-14.0	-3.0	0	reject
59.252	1.3406	0.0974	-10.0	1.0	0	accept
63.252	1.3406	0.2624	-6.0	-1.0	0	accept
73.252	1.3406	-0.5776	2.0	1.0	0	accept
77.752	1.3406	-0.6036	14.0	-5.0	0	accept
82.002	1.3406	-0.5236	6.0	1.0	0	accept
89.252	1.3406	-0.6436	2.0	3.0	0	accept
93.252	1.3406	-0.2246	-2.0	3.0	0	accept
97.002	1.3406	-0.6716	14.0	7.0	0	accept
102.502	1.3406	0.2074	-14.0	7.0	0	accept
107.502	1.3406	-0.2606	6.0	-7.0	0	accept
111.252	1.3406	-0.0886	2.0	-1.0	0	accept
117.502	1.3406	0.2514	-6.0	-5.0	0	reject
121.752	1.3406	0.1394	14.0	-3.0	0	accept
127.502	1.3406	-0.6116	6.0	5.0	0	accept
131.752	1.3406	-0.5856	2.0	5.0	0	accept
135.502	1.3406	-0.5926	10.0	3.0	0	accept
143.752	1.3406	-0.0186	10.0	-3.0	0	accept
148.502	1.3406	4.0E-4	-14.0	3.0	0	accept
152.502	1.3406	0.5354	-2.0	-1.0	0	accept
160.752	1.3406	-0.5216	-2.0	5.0	0	accept
164.502	1.3406	-0.1546	-10.0	-1.0	0	accept
169.502	1.3406	0.2234	-10.0	-7.0	0	reject
174.752	1.3406	0.2304	-10.0	3.0	0	accept
183.752	1.3406	-0.4446	6.0	7.0	0	accept
189.752	1.3406	-0.1396	14.0	3.0	0	accept
196.252	1.3406	-0.1086	10.0	7.0	0	accept
200.252	1.3406	0.2404	-10.0	7.0	0	accept
207.502	1.3406	-0.2676	-10.0	-5.0	0	reject
214.002	1.3406	0.4924	6.0	-3.0	0	accept
219.502	1.3406	0.7804	6.0	-5.0	0	accept
225.502	1.3406	1.0324	2.0	-5.0	0	accept
229.752	1.3406	0.1884	-6.0	-7.0	0	reject
234.252	1.3406	0.6074	-6.0	-3.0	0	reject
243.002	1.3406	0.7634	-6.0	5.0	0	accept
246.502	1.3406	-0.5396	-2.0	7.0	0	accept
250.252	1.3406	-0.5106	14.0	5.0	0	accept
255.752	1.3406	0.2194	10.0	-5.0	0	accept
259.252	1.3406	-0.1226	-14.0	-5.0	0	reject
266.002	1.3406	-0.1576	-14.0	-7.0	0	reject
270.252	1.3406	0.2284	-2.0	-5.0	0	reject
275.252	1.3406	1.0244	2.0	-7.0	0	reject
285.502	1.3406	-0.2336	-14.0	-1.0	0	reject
290.252	1.3406	-0.3156	10.0	5.0	0	accept
294.752	1.3406	0.1384	6.0	3.0	0	accept
302.752	1.3406	0.0884	-2.0	-3.0	0	accept
313.252	1.3406	0.0414	14.0	-7.0	0	accept
317.752	1.3406	-0.0066	14.0	-1.0	0	accept
321.502	1.3406	-0.1906	-2.0	1.0	0	accept
327.252	1.3406	0.7434	-6.0	1.0	0	accept
332.002	1.3406	0.0204	6.0	-1.0	0	accept
339.502	1.3406	-0.0546	-6.0	3.0	0	accept
345.002	1.3406	0.1824	10.0	-7.0	0	reject
349.752	1.3406	-0.4086	-14.0	1.0	0	reject
357.252	1.3406	-0.0526	-6.0	7.0	0	accept
