onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
1.002	2.348	client_1	13.1875	6.8125	accept	0	-0.551
7.002	2.348	client_2	-14.8125	4.8125	reject	0	0.504
15.752	2.348	client_1	5.1875	-7.1875	accept	0	0.488
24.502	2.348	client_2	5.1875	-5.1875	accept	0	0.323
30.502	2.348	client_2	-6.8125	-7.1875	reject	0	-0.355
35.502	2.348	client_2	1.1875	-7.1875	reject	0	0.87
43.752	2.348	client_2	9.1875	6.8125	accept	0	-0.387
48.502	2.348	client_2	1.1875	2.8125	accept	0	-0.644
53.502	2.348	client_2	1.1875	0.8125	accept	0	0.557
60.002	2.348	client_1	-6.8125	-5.1875	reject	0	-0.379
64.752	2.348	client_1	-10.8125	-5.1875	reject	0	-0.511
69.502	2.348	client_2	1.1875	-1.1875	accept	0	0.759
74.002	2.348	client_1	-2.8125	-5.1875	n/a	1	1.152
79.752	2.348	client_2	-14.8125	-1.1875	reject	0	-0.412
87.252	2.348	client_2	9.1875	-1.1875	accept	0	0.476
96.502	2.348	client_1	5.1875	2.8125	accept	0	-0.603
104.252	2.348	client_2	13.1875	-5.1875	accept	0	0.306
110.252	2.348	client_2	9.1875	-5.1875	accept	0	0.494
118.252	2.348	client_2	-6.8125	6.8125	accept	0	0.847
123.502	2.348	client_1	-6.8125	0.8125	accept	0	0.258
130.002	2.348	client_1	1.1875	-3.1875	accept	0	0.667
137.752	2.348	client_1	-2.8125	0.8125	reject	0	1.117
147.002	2.348	client_1	1.1875	-5.1875	accept	0	0.146
154.252	2.348	client_2	13.1875	4.8125	accept	0	-0.378
159.002	2.348	client_2	1.1875	6.8125	accept	0	-0.403
164.752	2.348	client_2	-6.8125	-5.1875	reject	0	-0.05
170.002	2.348	client_1	1.1875	0.8125	accept	0	-0.382
181.252	2.348	client_1	-6.8125	4.8125	accept	0	0.486
186.002	2.348	client_2	-2.8125	6.8125	accept	0	-0.542
190.502	2.348	client_1	9.1875	2.8125	accept	0	-0.619
196.252	2.348	client_1	-2.8125	-7.1875	n/a	1	1.152
201.252	2.348	client_1	-14.8125	-3.1875	reject	0	-0.249
207.502	2.348	client_1	5.1875	-1.1875	accept	0	-0.253
213.252	2.348	client_2	13.1875	-3.1875	accept	0	0.184
219.002	2.348	client_1	9.1875	-1.1875	accept	0	0.483
225.502	2.348	client_2	-2.8125	-1.1875	reject	0	0.342
234.002	2.348	client_2	-6.8125	0.8125	reject	0	0.032
239.002	2.348	client_1	5.1875	-3.1875	reject	0	0.484
243.502	2.348	client_2	5.1875	6.8125	accept	0	-0.526
249.502	2.348	client_2	-10.8125	6.8125	accept	0	-0.621
254.752	2.348	client_1	1.1875	6.8125	accept	0	-0.614
261.252	2.348	client_1	1.1875	2.8125	accept	0	-0.239
267.002	2.348	client_1	5.1875	-5.1875	accept	0	0.583
273.502	2.348	client_1	13.1875	-7.1875	accept	0	-0.576
285.002	2.348	client_2	5.1875	2.8125	accept	0	-0.343
295.502	2.348	client_1	5.1875	0.8125	accept	0	0.349
302.752	2.348	client_1	-14.8125	6.8125	accept	0	-0.733
310.002	2.348	client_2	-10.8125	0.8125	n/a	1	1.152
314.752	2.348	client_2	-2.8125	-3.1875	reject	0	0.167
323.752	2.348	client_1	5.1875	4.8125	accept	0	-0.467
328.752	2.348	client_1	13.1875	4.8125	accept	0	-0.385
337.502	2.348	client_2	-6.8125	-1.1875	reject	0	0.384
344.502	2.348	client_2	13.1875	-1.1875	accept	0	0.869
350.252	2.348	client_2	-10.8125	-3.1875	reject	0	-0.182
356.252	2.348	client_1	5.1875	6.8125	accept	0	-0.507
361.252	2.348	client_1	-6.8125	6.8125	accept	0	-0.619
367.252	2.348	client_2	-14.8125	6.8125	accept	0	0.685
374.252	2.348	client_1	-10.8125	-7.1875	reject	0	-0.4
380.752	2.348	client_2	-6.8125	-3.1875	reject	0	0.352
385.752	2.348	client_2	-14.8125	-5.1875	reject	0	-0.34
397.002	2.348	client_1	-2.8125	-1.1875	accept	0	-0.119
401.502	2.348	client_1	13.1875	-3.1875	accept	0	1.076
407.752	2.348	client_1	13.1875	0.8125	accept	0	-0.565
413.752	2.348	client_2	-2.8125	4.8125	accept	0	-0.331
