onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
6.752	1.7434	client_2	-6.75	0.875	reject	0	0.1206
14.252	1.7434	client_2	5.25	4.875	accept	0	0.0036
19.002	1.7434	client_1	9.25	-3.125	accept	0	-0.0394
26.502	1.7434	client_2	-14.75	6.875	reject	0	0.2786
32.252	1.7434	client_1	9.25	6.875	accept	0	0.0046
37.002	1.7434	client_2	5.25	2.875	accept	0	-0.0884
45.502	1.7434	client_2	-14.75	-1.125	reject	0	0.0276
55.752	1.7434	client_1	5.25	4.875	accept	0	-0.1534
66.252	1.7434	client_1	-10.75	-7.125	reject	0	0.0596
72.252	1.7434	client_2	-14.75	-3.125	reject	0	-0.0264
77.002	1.7434	client_2	-6.75	2.875	accept	0	-0.0594
82.502	1.7434	client_2	-6.75	-5.125	reject	0	0.0976
88.252	1.7434	client_1	-6.75	4.875	accept	0	-0.1544
93.252	1.7434	client_1	-6.75	0.875	accept	0	-0.0594
98.752	1.7434	client_1	5.25	-7.125	accept	0	-0.2274
106.002	1.7434	client_1	-10.75	0.875	accept	0	-0.1714
115.752	1.7434	client_2	-2.75	-7.125	reject	0	-0.0914
122.502	1.7434	client_2	-10.75	2.875	reject	0	0.2276
130.502	1.7434	client_2	9.25	-7.125	accept	0	0.0976
142.002	1.7434	client_2	5.25	-7.125	reject	0	-0.1744
147.502	1.7434	client_2	13.25	-1.125	accept	0	-0.0204
153.502	1.7434	client_1	-10.75	-3.125	reject	0	0.1056
158.502	1.7434	client_2	9.25	-5.125	reject	0	0.2106
168.502	1.7434	client_2	-2.75	2.875	accept	0	-0.0814
174.502	1.7434	client_1	-6.75	6.875	accept	0	-0.1314
181.002	1.7434	client_1	9.25	2.875	accept	0	-0.1164
185.502	1.7434	client_2	1.25	6.875	accept	0	-0.1324
191.002	1.7434	client_1	-6.75	-7.125	reject	0	-0.0354
196.252	1.7434	client_2	1.25	-5.125	reject	0	0.3486
201.752	1.7434	client_1	9.25	0.875	accept	0	-0.1544
206.502	1.7434	client_1	1.25	-3.125	accept	0	0.0826
212.252	1.7434	client_1	-14.75	-5.125	reject	0	0.1296
221.252	1.7434	client_2	-2.75	-5.125	reject	0	0.5906
226.252	1.7434	client_2	-6.75	-3.125	reject	0	-0.0044
230.752	1.7434	client_1	-10.75	-1.125	reject	0	0.0586
239.502	1.7434	client_2	1.25	-7.125	reject	0	0.2806
244.752	1.7434	client_2	-6.75	6.875	accept	0	-0.0274
250.502	1.7434	client_2	-10.75	0.875	reject	0	0.3956
259.502	1.7434	client_1	13.25	0.875	accept	0	0.0496
264.502	1.7434	client_1	1.25	0.875	accept	0	-0.0034
273.502	1.7434	client_2	1.25	4.875	accept	0	-0.0914
278.502	1.7434	client_1	-6.75	-3.125	accept	0	0.0326
288.252	1.7434	client_1	-10.75	6.875	accept	0	-0.0194
295.002	1.7434	client_1	-2.75	4.875	accept	0	-0.0714
299.752	1.7434	client_1	13.25	4.875	accept	0	-0.2084
305.002	1.7434	client_2	1.25	-3.125	reject	0	0.0336
311.252	1.7434	client_1	-14.75	2.875	reject	0	0.1986
316.752	1.7434	client_1	13.25	2.875	accept	0	-0.0594
322.502	1.7434	client_1	13.25	-1.125	accept	0	0.1666
327.252	1.7434	client_1	-2.75	-3.125	accept	0	-0.0244
332.002	1.7434	client_2	13.25	0.875	accept	0	-0.0654
338.002	1.7434	client_2	13.25	2.875	accept	0	-0.1224
343.002	1.7434	client_1	1.25	-7.125	accept	0	0.1766
348.252	1.7434	client_1	13.25	-7.125	reject	0	0.0686
354.002	1.7434	client_2	5.25	0.875	accept	0	0.0226
363.252	1.7434	client_1	-6.75	2.875	accept	0	-0.2854
370.502	1.7434	client_2	9.25	6.875	accept	0	0.0796
376.752	1.7434	client_2	9.25	2.875	accept	0	-0.1174
382.502	1.7434	client_1	5.25	-1.125	accept	0	-0.2454
388.252	1.7434	client_1	-10.75	4.875	accept	0	-0.1404
393.502	1.7434	client_1	9.25	-7.125	accept	0	-0.2574
400.752	1.7434	client_2	9.25	4.875	accept	0	-0.1474
406.502	1.7434	client_2	1.25	2.875	accept	0	-0.0064
413.502	1.7434	client_2	1.25	0.875	reject	0	-0.1354
