onset	duration	normalized_rt	gains	losses	missing_trials	outcome
2.252	1.5834	0.5186	10.0	5.0	0	reject
6.252	1.5834	0.9166	-6.0	7.0	1	n/a
10.502	1.5834	-0.3104	-14.0	1.0	0	reject
14.002	1.5834	0.3216	-14.0	-5.0	0	reject
19.502	1.5834	0.9166	-10.0	1.0	1	n/a
27.002	1.5834	-0.3874	-10.0	7.0	0	accept
33.252	1.5834	0.7076	10.0	1.0	0	accept
38.502	1.5834	0.9166	14.0	-5.0	1	n/a
42.752	1.5834	-1.5034	10.0	-3.0	0	accept
51.002	1.5834	-0.0454	-10.0	-5.0	0	reject
56.502	1.5834	0.6996	-2.0	-5.0	0	accept
63.002	1.5834	0.3156	-2.0	-7.0	0	reject
66.752	1.5834	0.0296	-14.0	-7.0	0	reject
75.752	1.5834	-0.1964	2.0	1.0	0	accept
82.002	1.5834	-0.1424	-6.0	5.0	0	accept
87.002	1.5834	-0.3304	6.0	7.0	0	accept
91.752	1.5834	-0.0944	10.0	-1.0	0	accept
96.002	1.5834	-0.4364	14.0	5.0	0	accept
105.502	1.5834	0.5446	14.0	-3.0	0	accept
111.752	1.5834	0.2916	14.0	3.0	0	accept
115.502	1.5834	-0.2784	6.0	5.0	0	accept
122.252	1.5834	-0.2824	10.0	3.0	0	accept
127.252	1.5834	0.0096	6.0	-1.0	0	accept
133.252	1.5834	0.7356	2.0	-7.0	0	reject
138.252	1.5834	0.8946	10.0	-5.0	0	accept
142.752	1.5834	0.2426	6.0	1.0	0	accept
149.002	1.5834	0.6676	2.0	-1.0	0	reject
152.502	1.5834	0.4926	-2.0	1.0	0	reject
156.502	1.5834	0.2346	2.0	3.0	0	accept
161.502	1.5834	0.9166	10.0	-7.0	1	n/a
166.002	1.5834	0.6846	2.0	-3.0	0	accept
176.502	1.5834	-0.2064	-14.0	-3.0	0	reject
181.252	1.5834	-0.0724	-6.0	-3.0	0	reject
185.752	1.5834	0.8316	2.0	7.0	0	reject
191.252	1.5834	0.4986	-2.0	7.0	0	accept
197.002	1.5834	0.3216	-6.0	-7.0	0	reject
201.252	1.5834	0.2796	-10.0	-1.0	0	reject
209.002	1.5834	0.1516	-14.0	5.0	0	accept
217.002	1.5834	0.0746	-6.0	1.0	0	reject
222.752	1.5834	0.9166	-14.0	7.0	1	n/a
226.503	1.5834	-1.5614	14.0	7.0	0	accept
230.252	1.5834	-0.4054	-2.0	5.0	0	accept
237.752	1.5834	0.9166	-10.0	5.0	1	n/a
244.252	1.5834	-0.4194	-10.0	-7.0	0	reject
250.252	1.5834	-0.4324	-2.0	3.0	0	accept
254.252	1.5834	-0.5074	-10.0	-3.0	0	reject
259.252	1.5834	-0.2444	2.0	-5.0	0	accept
267.752	1.5834	-0.4234	6.0	-7.0	0	reject
276.002	1.5834	-0.4434	14.0	-7.0	0	reject
283.252	1.5834	-0.4574	10.0	7.0	0	accept
286.752	1.5834	-0.1224	2.0	5.0	0	accept
293.002	1.5834	-0.1304	-2.0	-3.0	0	reject
299.752	1.5834	-0.4584	-14.0	-1.0	0	reject
304.752	1.5834	0.0926	14.0	-1.0	0	accept
309.002	1.5834	0.4966	6.0	3.0	0	reject
315.252	1.5834	-0.1774	-6.0	-5.0	0	reject
321.252	1.5834	0.2036	6.0	-3.0	0	accept
326.752	1.5834	0.9166	6.0	-5.0	1	n/a
335.002	1.5834	0.1526	-6.0	-1.0	0	reject
339.252	1.5834	0.1916	-2.0	-1.0	0	reject
342.752	1.5834	-0.4274	-14.0	3.0	0	reject
348.502	1.5834	-0.2934	-6.0	3.0	0	accept
352.502	1.5834	-0.0524	14.0	1.0	0	accept
356.502	1.5834	0.1566	-10.0	3.0	0	reject
