onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
6.002	3.0489	-0.2559	0	-5.7708	-0.8333	client_1	accept	positive
12.752	3.0489	0.1741	0	23.2292	1.1667	client_2	reject	negative
21.252	3.0489	-0.0039	0	25.2292	0.1667	client_2	accept	positive
28.252	3.0489	0.3641	0	12.2292	3.1667	client_2	accept	negative
33.752	3.0489	-0.0969	0	24.2292	-1.8333	client_1	accept	positive
41.002	3.0489	0.3241	0	2.2292	-25.8333	client_1	reject	positive
51.502	3.0489	-0.1769	0	7.2292	5.1667	client_1	accept	positive
58.002	3.0489	-0.0369	0	-15.7708	8.1667	client_1	accept	positive
63.752	3.0489	-0.3309	0	2.2292	12.1667	client_2	accept	positive
72.502	3.0489	-0.2349	0	-14.7708	2.1667	client_1	reject	positive
78.252	3.0489	-0.3239	0	-8.7708	16.1667	client_2	accept	positive
84.502	3.0489	-0.3429	0	-14.7708	7.1667	client_1	accept	positive
91.252	3.0489	-0.1209	0	14.2292	4.1667	client_1	accept	positive
96.752	3.0489	0.1121	0	-3.7708	-2.8333	client_1	accept	positive
104.002	3.0489	-0.2269	0	-7.7708	1.1667	client_1	accept	positive
111.002	3.0489	0.5081	0	0.2292	-5.8333	client_2	reject	positive
118.002	3.0489	-0.3099	0	-10.7708	17.1667	client_1	accept	positive
123.752	3.0489	0.5231	0	20.2292	2.1667	client_2	accept	positive
130.752	3.0489	-0.0649	0	10.2292	-20.8333	client_1	reject	positive
143.252	3.0489	-0.1989	0	9.2292	9.1667	client_2	accept	positive
150.002	3.0489	-0.0269	0	25.2292	0.1667	client_1	accept	positive
156.252	3.0489	0.1311	0	-3.7708	11.1667	client_2	accept	positive
162.002	3.0489	-0.2519	0	-0.7708	-22.8333	client_1	reject	positive
170.502	3.0489	-0.4189	0	-5.7708	12.1667	client_2	accept	positive
177.252	3.0489	-0.2779	0	-21.7708	-1.8333	client_1	reject	positive
184.502	3.0489	0.2741	0	-16.7708	3.1667	client_1	reject	positive
190.502	3.0489	-0.0829	0	7.2292	5.1667	client_2	accept	negative
196.752	3.0489	0.0411	0	3.2292	12.1667	client_1	accept	positive
205.502	3.0489	0.4341	0	-10.7708	12.1667	client_2	accept	negative
214.252	3.0489	0.0311	0	-13.7708	-9.8333	client_1	reject	positive
220.252	3.0489	-0.1079	0	-6.7708	16.1667	client_2	accept	positive
227.752	3.0489	-0.0779	0	-18.7708	5.1667	client_1	reject	positive
235.502	3.0489	0.0451	0	16.2292	-25.8333	client_1	reject	positive
242.002	3.0489	0.9211	0	18.2292	0.1667	client_2	reject	positive
253.752	3.0489	-0.2559	0	-14.7708	-8.8333	client_1	reject	positive
263.502	3.0489	0.3791	0	-6.7708	0.1667	client_2	reject	positive
269.502	3.0489	-0.3769	0	-18.7708	15.1667	client_2	accept	negative
277.502	3.0489	0.0361	0	-10.7708	-12.8333	client_2	reject	positive
287.752	3.0489	0.4441	0	17.2292	1.1667	client_2	reject	positive
293.752	3.0489	-0.2889	0	-10.7708	17.1667	client_2	accept	positive
301.252	3.0489	0.2641	0	15.2292	-24.8333	client_1	reject	positive
310.752	3.0489	-0.0509	0	0.2292	-23.8333	client_1	reject	positive
321.002	3.0489	0.0591	0	-5.7708	-5.8333	client_2	reject	positive
330.252	3.0489	0.1851	0	2.2292	-7.8333	client_1	accept	positive
336.002	3.0489	-0.2059	0	-18.7708	-4.8333	client_2	reject	positive
341.752	3.0489	0.0241	0	7.2292	7.1667	client_2	accept	positive
352.252	3.0489	0.0621	0	4.2292	11.1667	client_2	accept	positive
359.252	3.0489	-0.1919	0	0.2292	-11.8333	client_2	reject	positive
