onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
5.252	2.9463	-0.1723	0	5.8542	8.2292	client_1	accept	positive
13.252	2.9463	-0.2913	0	-14.1458	19.2292	client_2	accept	positive
19.752	2.9463	-0.0103	0	1.8542	13.2292	client_2	accept	positive
25.752	2.9463	-0.0653	0	11.8542	9.2292	client_1	accept	positive
34.502	2.9463	0.1698	0	-17.1458	15.2292	client_2	accept	negative
43.502	2.9463	-0.1853	0	2.8542	-12.7708	client_2	reject	positive
54.752	2.9463	0.7247	0	10.8542	6.2292	client_2	accept	positive
60.752	2.9463	-0.2243	0	-3.1458	-6.7708	client_1	reject	positive
69.752	2.9463	-0.0082	0	4.8542	-8.7708	client_2	reject	positive
79.252	2.9463	0.2458	0	-7.1458	2.2292	client_1	accept	positive
87.502	2.9463	0.1197	0	-22.1458	15.2292	client_1	accept	positive
93.502	2.9463	-0.0732	0	0.8542	13.2292	client_2	accept	positive
102.002	2.9463	-0.1203	0	-0.1458	11.2292	client_2	accept	positive
108.502	2.9463	0.3157	0	1.8542	7.2292	client_2	reject	positive
114.002	2.9463	-0.1443	0	1.8542	-23.7708	client_1	reject	positive
119.752	2.9463	0.1217	0	17.8542	-20.7708	client_1	accept	positive
125.502	2.9463	-0.1892	0	-17.1458	11.2292	client_2	reject	positive
132.002	2.9463	0.4248	0	11.8542	6.2292	client_2	accept	positive
142.502	2.9463	-0.3002	0	-10.1458	-11.7708	client_1	reject	positive
148.502	2.9463	-0.1133	0	7.8542	5.2292	client_1	accept	positive
156.252	2.9463	-0.1903	0	-2.1458	-19.7708	client_2	reject	positive
163.002	2.9463	-0.3033	0	2.8542	-24.7708	client_2	reject	positive
171.002	2.9463	-0.2673	0	-11.1458	-10.7708	client_1	reject	positive
179.502	2.9463	-0.2523	0	0.8542	-22.7708	client_1	reject	positive
189.252	2.9463	-0.1472	0	14.8542	-22.7708	client_2	reject	positive
200.002	2.9463	0.3637	0	17.8542	-25.7708	client_1	accept	negative
207.002	2.9463	0.2147	0	21.8542	2.2292	client_2	reject	negative
214.502	2.9463	-0.2393	0	-21.1458	-0.7708	client_1	reject	positive
221.502	2.9463	-0.0663	0	2.8542	12.2292	client_2	accept	positive
234.002	2.9463	-0.2393	0	11.8542	6.2292	client_1	accept	positive
243.502	2.9463	-0.1163	0	-5.1458	-16.7708	client_1	reject	positive
254.252	2.9463	0.0347	0	-12.1458	15.2292	client_2	accept	positive
260.252	2.9463	0.1308	0	-19.1458	12.2292	client_1	accept	positive
267.252	2.9463	-0.3183	0	-8.1458	-2.7708	client_1	reject	positive
273.502	2.9463	0.1288	0	7.8542	-11.7708	client_1	accept	positive
280.002	2.9463	0.3027	0	-4.1458	10.2292	client_2	accept	negative
289.252	2.9463	0.2367	0	-4.1458	15.2292	client_2	accept	positive
295.502	2.9463	-0.1752	0	-18.1458	6.2292	client_1	reject	positive
302.252	2.9463	-0.0513	0	-3.1458	9.2292	client_1	accept	positive
310.752	2.9463	0.5448	0	7.8542	5.2292	client_2	reject	positive
318.002	2.9463	-0.2823	0	0.8542	-10.7708	client_1	reject	positive
325.502	2.9463	0.0467	0	-13.1458	13.2292	client_2	reject	positive
331.252	2.9463	-0.1593	0	9.8542	10.2292	client_1	accept	positive
339.002	2.9463	0.3537	0	16.8542	-24.7708	client_1	reject	positive
346.752	2.9463	0.1308	0	25.8542	0.2292	client_2	reject	negative
352.252	2.9463	0.0967	0	6.8542	-10.7708	client_1	accept	positive
358.002	2.9463	-0.2862	0	-7.1458	16.2292	client_2	accept	positive
364.502	2.9463	0.2837	0	-9.1458	12.2292	client_2	reject	positive
