onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
3.502	2.985	0.553	0	14.6875	3.3125	client_1	accept	positive
13.002	2.985	0.274	0	4.6875	-8.6875	client_2	accept	negative
21.752	2.985	0.333	0	5.6875	12.3125	client_2	accept	positive
27.252	2.985	-0.027	0	-3.3125	-18.6875	client_1	reject	positive
33.752	2.985	0.159	0	2.6875	-24.6875	client_1	reject	positive
42.502	2.985	-0.02	0	-2.3125	-19.6875	client_2	reject	positive
50.752	2.985	-0.044	0	1.6875	-23.6875	client_1	reject	positive
59.002	2.985	-0.031	0	0.6875	-10.6875	client_1	reject	positive
68.002	2.985	-0.124	0	-16.3125	15.3125	client_2	accept	negative
73.752	2.985	-0.081	0	8.6875	5.3125	client_2	accept	negative
84.002	2.985	-0.229	0	3.6875	-25.6875	client_2	reject	positive
91.752	2.985	0.034	0	-17.3125	16.3125	client_2	accept	negative
98.002	2.985	0.06	0	14.6875	5.3125	client_2	reject	negative
108.252	2.985	-0.092	0	-15.3125	17.3125	client_2	reject	negative
116.752	2.985	0.117	0	-2.3125	-2.6875	client_1	accept	positive
123.752	2.985	0.037	0	9.6875	-18.6875	client_1	reject	positive
131.002	2.985	0.165	0	-18.3125	12.3125	client_1	accept	positive
136.502	2.985	-0.126	0	14.6875	-17.6875	client_1	accept	positive
142.502	2.985	0.123	0	3.6875	10.3125	client_2	accept	positive
151.002	2.985	-0.16	0	-4.3125	16.3125	client_2	accept	positive
157.252	2.985	0.154	0	6.6875	-15.6875	client_2	reject	positive
165.502	2.985	-0.098	0	-11.3125	0.3125	client_1	reject	positive
176.002	2.985	-0.139	0	4.6875	-8.6875	client_1	accept	positive
181.502	2.985	-0.067	0	25.6875	1.3125	client_2	accept	positive
187.502	2.985	-0.038	0	-16.3125	21.3125	client_2	accept	positive
193.002	2.985	-0.111	0	-5.3125	13.3125	client_1	accept	positive
200.752	2.985	0.259	0	25.6875	-1.6875	client_1	accept	positive
208.502	2.985	-0.287	0	-4.3125	-5.6875	client_2	reject	positive
215.752	2.985	-0.06	0	-12.3125	19.3125	client_2	accept	positive
228.252	2.985	-0.022	0	3.6875	-25.6875	client_1	reject	positive
234.252	2.985	-0.09	0	-6.3125	17.3125	client_2	accept	positive
240.252	2.985	-0.143	0	-24.3125	11.3125	client_1	reject	positive
246.502	2.985	-0.026	0	-11.3125	5.3125	client_1	accept	positive
254.752	2.985	-0.356	0	5.6875	-27.6875	client_1	reject	positive
262.752	2.985	-0.164	0	14.6875	5.3125	client_1	accept	positive
268.502	2.985	-0.215	0	-9.3125	18.3125	client_1	accept	positive
275.502	2.985	0.013	0	-18.3125	-3.6875	client_1	reject	positive
281.502	2.985	0.015	0	-12.3125	6.3125	client_2	accept	negative
288.002	2.985	-0.068	0	-16.3125	18.3125	client_2	accept	positive
294.502	2.985	0.039	0	-6.3125	11.3125	client_2	accept	negative
301.502	2.985	-0.109	0	0.6875	14.3125	client_1	accept	positive
312.502	2.985	-0.001	0	17.6875	-20.6875	client_1	accept	positive
321.252	2.985	0.377	0	6.6875	-15.6875	client_1	accept	negative
331.252	2.985	0.091	0	4.6875	-13.6875	client_1	reject	positive
338.252	2.985	-0.091	0	-11.3125	16.3125	client_2	accept	positive
344.002	2.985	0.025	0	24.6875	-0.6875	client_2	accept	negative
350.752	2.985	0.019	0	3.6875	13.3125	client_2	accept	positive
356.752	2.985	0.171	0	14.6875	3.3125	client_2	reject	positive
