onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
3.001	3.0979	0.2111	0	12.0625	5.2292	client_2	accept	positive
10.001	3.0979	-0.1219	0	-1.9375	-20.7708	client_2	reject	positive
20.001	3.0979	-0.0789	0	-3.9375	11.2292	client_1	accept	positive
26.752	3.0979	0.0771	0	4.0625	8.2292	client_2	accept	positive
32.752	3.0979	0.3311	0	21.0625	1.2292	client_2	reject	negative
39.252	3.0979	0.0041	0	8.0625	9.2292	client_2	accept	positive
48.502	3.0979	-0.3499	0	-0.9375	-21.7708	client_2	reject	positive
58.252	3.0979	0.5021	0	18.0625	-26.7708	client_1	reject	positive
64.752	3.0979	-0.1019	0	-8.9375	2.2292	client_1	accept	positive
75.252	3.0979	-0.3929	0	-16.9375	19.2292	client_2	accept	positive
82.252	3.0979	-0.0109	0	-3.9375	-6.7708	client_1	reject	positive
88.252	3.0979	-0.0529	0	2.0625	12.2292	client_1	accept	positive
95.001	3.0979	-0.1899	0	-3.9375	-6.7708	client_2	reject	positive
102.502	3.0979	-0.1959	0	8.0625	-17.7708	client_1	reject	positive
110.252	3.0979	0.1671	0	10.0625	-14.7708	client_1	accept	positive
119.001	3.0979	-0.3039	0	12.0625	8.2292	client_2	accept	positive
125.252	3.0979	0.4301	0	22.0625	-1.7708	client_2	reject	positive
134.252	3.0979	-0.0269	0	-22.9375	9.2292	client_2	reject	positive
141.502	3.0979	-0.1849	0	17.0625	-20.7708	client_2	reject	positive
151.752	3.0979	0.3031	0	-16.9375	-5.7708	client_1	reject	positive
159.502	3.0979	-0.1509	0	-8.9375	-13.7708	client_1	reject	positive
167.252	3.0979	0.0701	0	-20.9375	13.2292	client_1	accept	positive
173.252	3.0979	0.2211	0	14.0625	2.2292	client_2	accept	negative
180.252	3.0979	0.2541	0	-13.9375	7.2292	client_1	accept	positive
185.752	3.0979	-0.2969	0	-9.9375	14.2292	client_2	accept	positive
192.502	3.0979	-0.2239	0	-6.9375	-4.7708	client_1	reject	positive
199.252	3.0979	-0.0149	0	20.0625	-0.7708	client_1	accept	positive
205.001	3.0979	-0.1379	0	4.0625	11.2292	client_2	accept	positive
214.001	3.0979	-0.3679	0	-10.9375	14.2292	client_2	accept	positive
219.752	3.0979	-0.1899	0	-14.9375	13.2292	client_2	accept	negative
227.502	3.0979	0.1271	0	5.0625	-9.7708	client_1	accept	positive
234.001	3.0979	0.1171	0	-4.9375	-0.7708	client_1	accept	positive
240.502	3.0979	0.3911	0	9.0625	4.2292	client_2	accept	negative
249.502	3.0979	0.1921	0	-11.9375	12.2292	client_2	accept	negative
257.502	3.0979	0.3441	0	0.0625	13.2292	client_2	accept	positive
265.502	3.0979	0.2251	0	25.0625	0.2292	client_1	accept	positive
273.001	3.0979	-0.1469	0	-9.9375	17.2292	client_1	accept	positive
279.252	3.0979	-0.2749	0	-11.9375	0.2292	client_1	reject	positive
289.752	3.0979	1.4021	1	-3.9375	9.2292	client_2	n/a	negative
302.252	3.0979	-0.5099	0	3.0625	11.2292	client_2	accept	positive
308.752	3.0979	-0.1769	0	21.0625	-0.7708	client_1	accept	positive
315.502	3.0979	-0.2469	0	-20.9375	13.2292	client_2	reject	positive
321.001	3.0979	0.5041	0	19.0625	-27.7708	client_1	reject	positive
327.001	3.0979	0.0161	0	-1.9375	-20.7708	client_1	reject	positive
332.502	3.0979	-0.0459	0	-12.9375	-9.7708	client_1	reject	positive
340.502	3.0979	0.8671	0	25.0625	0.2292	client_2	accept	positive
348.001	3.0979	-0.2429	0	-15.9375	-6.7708	client_1	reject	positive
358.502	3.0979	-0.3199	0	-18.9375	-3.7708	client_1	reject	positive
