onset	duration	normalized_rt	gains	losses	missing_trials	outcome
3.502	1.2585	0.1985	-14.0	-1.0	0	reject
7.502	1.2585	-0.5165	-14.0	7.0	0	accept
11.252	1.2585	-0.6255	-6.0	3.0	0	accept
18.252	1.2585	-0.2845	-6.0	5.0	0	accept
25.252	1.2585	0.5075	-10.0	-7.0	0	reject
29.252	1.2585	0.0065	-14.0	-7.0	0	reject
32.752	1.2585	0.4945	-6.0	-7.0	0	reject
39.752	1.2585	-0.1365	-10.0	1.0	0	accept
43.502	1.2585	1.2415	-10.0	3.0	1	n/a
47.752	1.2585	-0.4645	6.0	-1.0	0	accept
51.502	1.2585	0.0075	14.0	-7.0	0	accept
55.252	1.2585	0.6565	10.0	-7.0	0	accept
58.752	1.2585	0.1525	-10.0	5.0	0	accept
66.252	1.2585	-0.0505	6.0	-3.0	0	accept
73.252	1.2585	0.5775	14.0	-5.0	0	accept
76.752	1.2585	-0.0865	-14.0	1.0	0	reject
81.752	1.2585	-0.1245	14.0	-3.0	0	accept
89.252	1.2585	-0.1625	-6.0	-3.0	0	accept
94.002	1.2585	-0.1775	-2.0	7.0	0	accept
99.002	1.2585	-0.3675	-10.0	-1.0	0	accept
105.002	1.2585	-0.3495	10.0	-3.0	0	accept
113.252	1.2585	-0.4535	2.0	5.0	0	accept
120.502	1.2585	0.1805	2.0	1.0	0	accept
125.752	1.2585	0.1165	6.0	-7.0	0	accept
129.752	1.2585	0.1445	10.0	-5.0	0	accept
137.252	1.2585	0.0175	-14.0	-3.0	0	reject
141.502	1.2585	0.1025	-6.0	-5.0	0	reject
151.252	1.2585	0.3255	-2.0	-7.0	0	accept
158.002	1.2585	0.4625	-2.0	-5.0	0	accept
164.252	1.2585	-0.1925	-14.0	-5.0	0	reject
168.002	1.2585	-0.0025	2.0	3.0	0	accept
173.502	1.2585	-0.3255	14.0	1.0	0	accept
184.002	1.2585	-0.3155	-2.0	1.0	0	accept
190.752	1.2585	-0.3305	10.0	-1.0	0	accept
195.002	1.2585	0.0115	6.0	-5.0	0	accept
199.002	1.2585	0.4055	-6.0	1.0	0	accept
204.752	1.2585	0.2955	2.0	-3.0	0	accept
209.502	1.2585	0.2815	2.0	-1.0	0	accept
214.252	1.2585	-0.4095	6.0	5.0	0	accept
217.752	1.2585	-0.4145	10.0	7.0	0	accept
222.252	1.2585	-0.5775	2.0	7.0	0	accept
226.002	1.2585	-0.1525	-6.0	7.0	0	accept
233.502	1.2585	0.1195	-10.0	-3.0	0	reject
237.002	1.2585	0.9295	-2.0	-3.0	0	accept
241.502	1.2585	0.7825	2.0	-5.0	0	accept
249.002	1.2585	0.1425	10.0	1.0	0	accept
254.252	1.2585	-0.5255	14.0	5.0	0	accept
258.502	1.2585	-0.1135	-10.0	-5.0	0	reject
268.252	1.2585	-0.2615	14.0	-1.0	0	accept
271.752	1.2585	-0.5865	14.0	3.0	0	accept
275.752	1.2585	0.0635	-2.0	5.0	0	accept
280.002	1.2585	-0.0195	-2.0	3.0	0	accept
286.252	1.2585	0.2045	-6.0	-1.0	0	accept
291.502	1.2585	-0.3655	6.0	7.0	0	accept
296.002	1.2585	-0.0605	6.0	3.0	0	accept
300.502	1.2585	-0.4085	10.0	3.0	0	accept
306.502	1.2585	0.2285	-10.0	7.0	0	accept
310.502	1.2585	0.8985	-14.0	3.0	0	reject
314.502	1.2585	0.6755	6.0	1.0	0	accept
319.002	1.2585	0.3825	-2.0	-1.0	0	accept
323.502	1.2585	-0.0105	-14.0	5.0	0	accept
333.502	1.2585	-0.3775	10.0	5.0	0	accept
341.002	1.2585	-0.4905	14.0	7.0	0	accept
350.002	1.2585	0.3665	2.0	-7.0	0	accept
