onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
1.251	1.9992	client_2	10.6875	-3.0625	accept	0	0.0608
9.0	1.9992	client_2	-1.3125	-3.0625	reject	0	0.2298
14.25	1.9992	client_1	10.6875	-7.0625	accept	0	-0.0192
21.75	1.9992	client_2	2.6875	4.9375	accept	0	0.1348
26.5	1.9992	client_1	-1.3125	-3.0625	accept	0	0.4088
32.75	1.9992	client_1	-5.3125	-1.0625	accept	0	0.5968
38.0	1.9992	client_1	2.6875	-1.0625	accept	0	0.3188
44.25	1.9992	client_1	10.6875	-1.0625	accept	0	-0.2402
51.75	1.9992	client_2	-13.3125	0.9375	reject	0	0.0098
63.25	1.9992	client_2	-1.3125	-5.0625	accept	0	-0.1752
68.5	1.9992	client_1	-13.3125	6.9375	accept	0	0.0298
75.5	1.9992	client_2	10.6875	-7.0625	accept	0	0.0938
84.25	1.9992	client_2	10.6875	6.9375	accept	0	-0.3722
89.0	1.9992	client_2	14.6875	6.9375	accept	0	-0.4172
99.5	1.9992	client_1	-13.3125	-3.0625	reject	0	-0.1092
104.5	1.9992	client_2	-5.3125	-5.0625	reject	0	0.0438
114.0	1.9992	client_1	10.6875	2.9375	accept	0	-0.3532
120.5	1.9992	client_1	14.6875	-7.0625	accept	0	-0.2832
125.0	1.9992	client_1	10.6875	6.9375	accept	0	-0.4172
131.75	1.9992	client_2	6.6875	0.9375	accept	0	0.0328
137.75	1.9992	client_2	-5.3125	-3.0625	reject	0	0.1538
144.0	1.9992	client_1	-9.3125	0.9375	accept	0	0.0788
150.0	1.9992	client_1	-9.3125	-5.0625	reject	0	-0.1282
155.0	1.9992	client_2	2.6875	-1.0625	accept	0	-0.1162
165.5	1.9992	client_2	6.6875	6.9375	accept	0	-0.5002
171.25	1.9992	client_2	2.6875	2.9375	accept	0	0.0628
178.5	1.9992	client_1	-13.3125	4.9375	accept	0	0.1438
185.0	1.9992	client_2	10.6875	0.9375	accept	0	-0.3202
190.25	1.9992	client_1	-13.3125	0.9375	reject	0	0.3548
194.75	1.9992	client_2	-9.3125	0.9375	accept	0	0.5858
201.5	1.9992	client_2	-1.3125	0.9375	accept	0	0.3108
207.0	1.9992	client_1	-9.3125	-7.0625	reject	0	-0.1682
212.25	1.9992	client_1	10.6875	-5.0625	accept	0	-0.2422
217.0	1.9992	client_2	-1.3125	-1.0625	accept	0	-0.0552
224.0	1.9992	client_1	-9.3125	4.9375	accept	0	-0.2132
228.5	1.9992	client_1	-1.3125	-1.0625	accept	0	0.0358
236.25	1.9992	client_2	14.6875	-3.0625	accept	0	-0.2472
242.75	1.9992	client_2	-5.3125	6.9375	accept	0	-0.4062
248.25	1.9992	client_2	-5.3125	-7.0625	reject	0	0.4328
257.25	1.9992	client_1	6.6875	4.9375	accept	0	-0.3922
262.25	1.9992	client_1	6.6875	6.9375	accept	0	-0.3712
272.75	1.9992	client_2	-1.3125	2.9375	accept	0	-0.0642
278.25	1.9992	client_2	-13.3125	4.9375	reject	0	0.3078
283.75	1.9992	client_1	2.6875	-5.0625	accept	0	0.7138
293.25	1.9992	client_1	2.6875	4.9375	accept	0	-0.2912
302.75	1.9992	client_1	-13.3125	-7.0625	reject	0	-0.1652
310.0	1.9992	client_1	-1.3125	-5.0625	accept	0	-0.0152
317.25	1.9992	client_1	10.6875	4.9375	accept	0	-0.3812
322.0	1.9992	client_2	2.6875	-7.0625	accept	0	0.5188
328.25	1.9992	client_1	6.6875	0.9375	accept	0	0.0468
335.25	1.9992	client_1	-1.3125	6.9375	accept	0	0.2708
342.5	1.9992	client_1	-1.3125	0.9375	accept	0	0.5778
347.25	1.9992	client_2	6.6875	-1.0625	accept	0	0.0988
352.5	1.9992	client_2	-13.3125	-1.0625	reject	0	-0.1392
360.5	1.9992	client_2	14.6875	4.9375	accept	0	-0.2442
365.75	1.9992	client_2	-5.3125	4.9375	accept	0	0.0158
371.5	1.9992	client_2	-13.3125	-3.0625	reject	0	-0.2062
376.5	1.9992	client_1	-13.3125	-1.0625	reject	0	-0.2592
381.75	1.9992	client_2	6.6875	-5.0625	accept	0	0.0068
387.0	1.9992	client_2	14.6875	-1.0625	accept	0	-0.1702
393.5	1.9992	client_1	10.6875	-3.0625	accept	0	0.0338
399.5	1.9992	client_2	-9.3125	-3.0625	reject	0	0.3518
408.0	1.9992	client_1	-9.3125	2.9375	accept	0	0.0098
413.5	1.9992	client_1	-13.3125	2.9375	accept	0	0.4138
