onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
5.752	2.7072	0.1368	0	3.0833	11.2917	client_1	accept	positive
11.502	2.7072	0.0948	0	-15.9167	9.2917	client_1	reject	negative
19.002	2.7072	-0.0202	0	19.0833	-0.7083	client_2	reject	positive
29.502	2.7072	-0.1082	0	0.0833	-21.7083	client_2	reject	positive
35.502	2.7072	0.0678	0	0.0833	-4.7083	client_1	accept	positive
45.752	2.7072	-0.0642	0	1.0833	9.2917	client_2	accept	positive
51.502	2.7072	-0.1172	0	-11.9167	-9.7083	client_1	reject	positive
58.752	2.7072	-0.0342	0	-3.9167	-0.7083	client_2	reject	positive
70.752	2.7072	-0.1292	0	6.0833	10.2917	client_2	accept	positive
79.752	2.7072	-0.0732	0	13.0833	-15.7083	client_2	reject	positive
92.252	2.7072	-0.0562	0	-3.9167	9.2917	client_2	accept	negative
98.752	2.7072	-0.0492	0	1.0833	-10.7083	client_1	reject	positive
105.002	2.7072	0.1008	0	24.0833	0.2917	client_2	reject	negative
112.752	2.7072	-0.0842	0	-0.9167	7.2917	client_2	accept	negative
119.502	2.7072	0.0418	0	4.0833	-25.7083	client_1	reject	positive
129.502	2.7072	-0.0942	0	14.0833	4.2917	client_2	accept	positive
135.002	2.7072	-0.0892	0	-15.9167	4.2917	client_2	reject	positive
143.252	2.7072	-0.0472	0	-0.9167	-20.7083	client_1	reject	positive
151.752	2.7072	0.2198	0	15.0833	-23.7083	client_1	reject	positive
157.252	2.7072	-0.1382	0	-13.9167	18.2917	client_2	accept	positive
164.752	2.7072	-0.0922	0	8.0833	9.2917	client_2	accept	positive
173.752	2.7072	-0.0012	0	10.0833	-18.7083	client_1	reject	positive
180.502	2.7072	0.0508	0	-12.9167	12.2917	client_2	accept	negative
186.002	2.7072	0.0398	0	-0.9167	-8.7083	client_2	reject	positive
191.752	2.7072	0.0478	0	-20.9167	14.2917	client_1	reject	negative
202.002	2.7072	0.1038	0	19.0833	2.2917	client_2	accept	positive
207.502	2.7072	0.0168	0	1.0833	-22.7083	client_1	reject	positive
213.252	2.7072	0.0258	0	-11.9167	6.2917	client_1	accept	positive
220.002	2.7072	0.0308	0	11.0833	5.2917	client_1	accept	positive
226.502	2.7072	-0.0672	0	-19.9167	8.2917	client_1	reject	positive
233.002	2.7072	-0.0252	0	2.0833	-11.7083	client_1	reject	positive
240.252	2.7072	-0.0462	0	-7.9167	2.2917	client_1	accept	positive
247.002	2.7072	0.0648	0	-16.9167	-4.7083	client_1	reject	positive
255.002	2.7072	0.0308	0	24.0833	-2.7083	client_1	accept	positive
261.752	2.7072	0.0118	0	-3.9167	-17.7083	client_2	reject	positive
272.002	2.7072	0.0198	0	12.0833	5.2917	client_2	accept	positive
279.002	2.7072	0.3368	0	22.0833	-1.7083	client_2	accept	negative
287.252	2.7072	-0.0882	0	-2.9167	14.2917	client_1	accept	positive
293.502	2.7072	0.0308	0	-8.9167	-1.7083	client_1	reject	positive
302.002	2.7072	0.1288	0	21.0833	-23.7083	client_1	accept	positive
308.752	2.7072	0.0778	0	21.0833	1.2917	client_1	accept	positive
320.002	2.7072	-0.1072	0	-1.9167	13.2917	client_2	accept	positive
326.752	2.7072	0.0428	0	-14.9167	18.2917	client_2	accept	positive
336.252	2.7072	-0.0792	0	-14.9167	13.2917	client_2	accept	negative
342.752	2.7072	0.0928	0	-1.9167	10.2917	client_2	accept	positive
351.002	2.7072	-0.0502	0	-11.9167	17.2917	client_2	accept	positive
358.002	2.7072	-0.0612	0	-13.9167	13.2917	client_1	accept	positive
363.502	2.7072	-0.0902	0	-18.9167	-2.7083	client_1	reject	positive
