onset	duration	normalized_rt	gains	losses	missing_trials	outcome
7.502	1.1218	1.3782	6.0	1.0	1	n/a
11.502	1.1218	-0.1098	10.0	-5.0	0	accept
17.002	1.1218	0.1332	-6.0	-7.0	0	reject
20.502	1.1218	0.3872	-10.0	-5.0	0	reject
24.502	1.1218	-0.0448	6.0	-7.0	0	accept
28.002	1.1218	-0.0728	14.0	-1.0	0	accept
32.502	1.1218	-0.1748	-6.0	-1.0	0	accept
40.252	1.1218	0.0122	6.0	-5.0	0	accept
50.252	1.1218	0.0892	10.0	5.0	0	accept
54.752	1.1218	-0.3028	-10.0	1.0	0	reject
59.752	1.1218	-0.2918	10.0	7.0	0	accept
70.252	1.1218	-0.3948	6.0	3.0	0	accept
74.502	1.1218	-0.1788	14.0	1.0	0	accept
79.502	1.1218	-0.2758	-14.0	5.0	0	reject
86.752	1.1218	-0.1528	-6.0	7.0	0	reject
91.252	1.1218	0.7092	-10.0	7.0	0	accept
95.252	1.1218	-0.1518	2.0	-3.0	0	accept
104.252	1.1218	-0.1728	2.0	3.0	0	accept
108.002	1.1218	-0.4088	14.0	3.0	0	accept
114.752	1.1218	-0.2688	6.0	5.0	0	accept
119.502	1.1218	0.7882	14.0	-7.0	0	accept
125.002	1.1218	0.3732	-10.0	-3.0	0	reject
130.752	1.1218	-0.2288	-10.0	3.0	0	reject
136.502	1.1218	0.0302	-14.0	7.0	0	accept
141.752	1.1218	-0.4388	14.0	5.0	0	accept
147.502	1.1218	0.4042	-2.0	-3.0	0	accept
152.752	1.1218	0.1822	-14.0	-7.0	0	reject
157.002	1.1218	0.1602	-14.0	-3.0	0	reject
163.252	1.1218	2.0E-4	6.0	7.0	0	accept
167.252	1.1218	-0.3578	14.0	7.0	0	accept
172.002	1.1218	-0.0648	10.0	3.0	0	accept
175.752	1.1218	0.3192	-2.0	-1.0	0	reject
180.502	1.1218	-0.2678	-2.0	-7.0	0	reject
184.002	1.1218	-0.0598	-6.0	3.0	0	reject
193.002	1.1218	0.1042	-2.0	5.0	0	accept
198.002	1.1218	0.1622	-10.0	-1.0	0	reject
202.502	1.1218	0.5182	-6.0	1.0	0	reject
206.252	1.1218	-0.2798	10.0	-1.0	0	accept
210.752	1.1218	0.1392	-2.0	7.0	0	accept
214.752	1.1218	-0.3328	2.0	5.0	0	accept
219.252	1.1218	0.1732	2.0	-7.0	0	reject
225.252	1.1218	0.0402	14.0	-5.0	0	accept
232.002	1.1218	-0.3258	-10.0	5.0	0	reject
237.752	1.1218	-0.3588	-10.0	-7.0	0	reject
243.002	1.1218	-0.0358	-14.0	-1.0	0	reject
247.502	1.1218	-0.0608	-6.0	-5.0	0	reject
251.502	1.1218	0.4412	14.0	-3.0	0	accept
258.502	1.1218	-0.1278	-6.0	-3.0	0	reject
262.752	1.1218	0.1442	-6.0	5.0	0	accept
270.252	1.1218	-0.2258	2.0	-5.0	0	accept
276.252	1.1218	-0.2308	-14.0	3.0	0	reject
280.252	1.1218	-0.0138	10.0	-3.0	0	accept
286.502	1.1218	-0.3018	-14.0	-5.0	0	reject
290.502	1.1218	0.2442	10.0	-7.0	0	reject
297.252	1.1218	-0.1568	-2.0	1.0	0	reject
306.252	1.1218	0.3522	2.0	1.0	0	accept
315.753	1.1218	-0.0308	2.0	7.0	0	accept
325.502	1.1218	0.0192	2.0	-1.0	0	accept
331.252	1.1218	0.0662	10.0	1.0	0	accept
337.002	1.1218	0.1752	-2.0	-5.0	0	reject
341.252	1.1218	-0.0078	-14.0	1.0	0	accept
345.502	1.1218	0.0972	6.0	-1.0	0	accept
349.252	1.1218	0.0712	-2.0	3.0	0	reject
354.002	1.1218	0.5702	6.0	-3.0	0	reject
