onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.502	1.426	1.074	6.0	3.0	1	n/a
9.752	1.426	-0.402	-6.0	3.0	0	accept
17.002	1.426	0.597	-10.0	-1.0	0	reject
23.252	1.426	-0.013	-10.0	1.0	0	accept
28.502	1.426	-0.396	10.0	-3.0	0	accept
33.252	1.426	-0.446	2.0	7.0	0	accept
36.752	1.426	-0.446	14.0	7.0	0	accept
42.752	1.426	0.271	14.0	-7.0	0	accept
48.252	1.426	0.511	-10.0	-3.0	0	reject
52.253	1.426	0.22	-2.0	-3.0	0	reject
57.002	1.426	0.756	2.0	-3.0	0	accept
62.752	1.426	0.048	-14.0	-5.0	0	reject
68.752	1.426	0.571	-6.0	-3.0	0	reject
73.252	1.426	0.325	2.0	-1.0	0	accept
78.002	1.426	-0.451	6.0	-3.0	0	accept
84.752	1.426	-0.433	2.0	5.0	0	accept
92.502	1.426	0.8	10.0	-7.0	0	accept
96.752	1.426	0.704	-14.0	3.0	0	accept
102.252	1.426	1.074	14.0	-5.0	1	n/a
106.002	1.426	-0.303	-14.0	-1.0	0	reject
110.002	1.426	0.422	-2.0	3.0	0	accept
114.002	1.426	-0.112	-14.0	5.0	0	accept
118.752	1.426	-0.516	14.0	1.0	0	accept
127.252	1.426	0.184	2.0	-7.0	0	accept
132.502	1.426	-0.02	-6.0	1.0	0	accept
136.252	1.426	0.427	-2.0	-7.0	0	reject
140.752	1.426	-0.134	-10.0	-7.0	0	reject
144.752	1.426	-0.332	-6.0	-7.0	0	reject
150.752	1.426	-0.498	-10.0	-5.0	0	reject
154.502	1.426	-0.322	6.0	1.0	0	accept
158.502	1.426	-0.574	-6.0	7.0	0	accept
164.752	1.426	-0.291	10.0	1.0	0	accept
171.002	1.426	0.678	-6.0	-1.0	0	accept
176.502	1.426	0.507	-6.0	5.0	0	accept
180.252	1.426	-0.17	10.0	-1.0	0	accept
186.002	1.426	1.074	-2.0	-1.0	1	n/a
191.252	1.426	-0.327	-2.0	5.0	0	accept
194.753	1.426	-0.37	2.0	1.0	0	accept
199.252	1.426	-0.364	6.0	-1.0	0	accept
203.502	1.426	-0.521	6.0	5.0	0	accept
207.252	1.426	0.03	-2.0	7.0	0	accept
217.502	1.426	-0.636	14.0	5.0	0	accept
222.002	1.426	0.42	6.0	-5.0	0	accept
232.502	1.426	-0.518	10.0	3.0	0	accept
239.002	1.426	-0.602	10.0	7.0	0	accept
243.252	1.426	0.367	-2.0	1.0	0	accept
247.752	1.426	0.709	-6.0	-5.0	0	reject
251.252	1.426	-0.607	-14.0	1.0	0	reject
261.502	1.426	0.337	2.0	3.0	0	accept
266.752	1.426	0.658	-10.0	7.0	0	accept
272.252	1.426	-0.065	-10.0	3.0	0	reject
279.752	1.426	0.355	2.0	-5.0	0	accept
289.252	1.426	-0.365	-14.0	-3.0	0	reject
296.752	1.426	-0.15	10.0	-5.0	0	accept
302.752	1.426	-0.651	14.0	3.0	0	accept
307.752	1.426	0.953	-10.0	5.0	0	accept
313.002	1.426	-0.585	14.0	-1.0	0	accept
318.252	1.426	0.442	-14.0	7.0	0	reject
328.252	1.426	-0.624	10.0	5.0	0	accept
338.752	1.426	1.054	-2.0	-5.0	0	accept
343.254	1.426	-0.337	-14.0	-7.0	0	reject
346.752	1.426	0.581	6.0	-7.0	0	accept
353.502	1.426	-0.568	6.0	7.0	0	accept
358.502	1.426	0.22	14.0	-3.0	0	accept
