onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.251	1.0	1.5316	-10.0	7.0	0	reject
5.001	1.0	0.0776	2.0	-1.0	0	accept
8.75	1.0	0.2316	-14.0	3.0	0	accept
13.0	1.0	-0.3714	14.0	-1.0	0	accept
17.0	1.0	-0.3834	6.0	1.0	0	accept
23.5	1.0	-0.4314	10.0	-3.0	0	accept
32.5	1.0	-0.4014	-6.0	5.0	0	accept
41.25	1.0	-0.2274	14.0	-3.0	0	accept
47.25	1.0	0.2186	-2.0	3.0	0	accept
52.751	1.0	0.6256	-2.0	-7.0	0	accept
56.75	1.0	0.5066	-14.0	-7.0	0	reject
63.75	1.0	-0.1874	14.0	1.0	0	accept
67.75	1.0	-0.3164	14.0	7.0	0	accept
74.25	1.0	0.3626	-6.0	-5.0	0	reject
78.0	1.0	0.2906	-10.0	-3.0	0	reject
81.5	1.0	0.0386	6.0	-5.0	0	accept
86.75	1.0	0.3596	-2.0	-1.0	0	accept
95.25	1.0	-0.1004	10.0	-5.0	0	accept
101.5	1.0	-0.3214	6.0	-1.0	0	accept
111.5	1.0	-0.0734	2.0	5.0	0	accept
115.5	1.0	0.1296	-6.0	-1.0	0	reject
123.0	1.0	-0.1794	6.0	-7.0	0	accept
126.75	1.0	-0.2864	6.0	-3.0	0	accept
131.5	1.0	-0.3044	6.0	7.0	0	accept
135.25	1.0	-0.1524	6.0	5.0	0	accept
144.0	1.0	-0.2244	2.0	1.0	0	accept
147.75	1.0	-0.3504	10.0	3.0	0	accept
151.25	1.0	0.2476	-10.0	-1.0	0	reject
158.0	1.0	-0.0754	-6.0	3.0	0	accept
162.75	1.0	1.0566	2.0	-5.0	0	accept
168.5	1.0	-0.2564	-2.0	7.0	0	accept
179.0	1.0	0.8916	-10.0	1.0	0	reject
182.75	1.0	0.3776	-2.0	-5.0	0	reject
191.0	1.0	0.5836	-6.0	-3.0	0	reject
195.25	1.0	-0.1344	14.0	-7.0	0	accept
199.25	1.0	0.2416	-10.0	-5.0	0	reject
206.5	1.0	-0.2784	6.0	3.0	0	accept
216.25	1.0	0.3246	-14.0	1.0	0	reject
220.5	1.0	0.8356	2.0	-3.0	0	accept
224.25	1.0	0.0976	-14.0	-1.0	0	reject
227.75	1.0	-0.2224	10.0	1.0	0	accept
232.75	1.0	1.5426	-14.0	5.0	1	n/a
238.75	1.0	-0.2954	10.0	-1.0	0	accept
248.25	1.0	-0.2194	-14.0	7.0	0	accept
252.5	1.0	-0.3844	2.0	7.0	0	accept
257.5	1.0	0.3336	-2.0	-3.0	0	accept
261.25	1.0	-0.3514	14.0	5.0	0	accept
266.75	1.0	0.0356	-6.0	1.0	0	accept
270.75	1.0	-0.4194	-2.0	5.0	0	accept
274.25	1.0	-0.2494	-2.0	1.0	0	accept
278.75	1.0	0.1576	-6.0	-7.0	0	reject
283.5	1.0	0.1406	10.0	-7.0	0	accept
287.25	1.0	-0.1494	-10.0	-7.0	0	reject
296.0	1.0	-0.2984	-10.0	5.0	0	accept
301.5	1.0	-0.2334	-6.0	7.0	0	accept
308.75	1.0	-0.1164	-10.0	3.0	0	accept
312.75	1.0	-0.3644	14.0	-5.0	0	accept
316.5	1.0	0.3706	2.0	-7.0	0	accept
322.25	1.0	-0.3234	10.0	5.0	0	accept
326.25	1.0	-0.4134	10.0	7.0	0	accept
332.75	1.0	-0.0614	-14.0	-5.0	0	reject
336.75	1.0	-0.2324	-14.0	-3.0	0	reject
347.25	1.0	-0.3334	2.0	3.0	0	accept
352.25	1.0	-0.3414	14.0	3.0	0	accept
