onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.252	1.3439	0.7861	2.0	-3.0	0	accept
7.001	1.3439	1.1561	2.0	1.0	1	n/a
11.502	1.3439	-0.5729	2.0	7.0	0	accept
16.001	1.3439	-0.6279	10.0	7.0	0	accept
21.001	1.3439	1.1561	10.0	-1.0	1	n/a
29.252	1.3439	0.2741	10.0	-7.0	0	accept
37.252	1.3439	-0.2389	-6.0	-1.0	0	accept
42.252	1.3439	-0.3239	6.0	7.0	0	accept
46.252	1.3439	-0.4909	14.0	7.0	0	accept
51.252	1.3439	-0.2559	-10.0	3.0	0	accept
57.252	1.3439	0.6931	-14.0	-1.0	0	reject
64.252	1.3439	0.1031	14.0	1.0	0	accept
73.001	1.3439	0.0061	2.0	5.0	0	accept
76.502	1.3439	0.5251	6.0	3.0	0	accept
81.001	1.3439	0.2991	14.0	-3.0	0	accept
85.001	1.3439	0.4361	-6.0	-7.0	0	reject
89.752	1.3439	0.1971	-14.0	-7.0	0	reject
93.752	1.3439	0.9261	6.0	-3.0	0	accept
103.001	1.3439	-0.1739	14.0	3.0	0	accept
113.252	1.3439	-0.3149	-2.0	-3.0	0	accept
119.502	1.3439	-0.5209	-2.0	5.0	0	accept
123.252	1.3439	-0.1669	-6.0	7.0	0	accept
127.252	1.3439	0.0471	14.0	-1.0	0	accept
132.252	1.3439	0.4591	-2.0	3.0	0	accept
136.252	1.3439	0.0161	10.0	1.0	0	accept
140.502	1.3439	-0.0859	6.0	-7.0	0	accept
145.502	1.3439	0.4161	-14.0	-3.0	0	reject
154.001	1.3439	-0.3809	-10.0	1.0	0	accept
161.252	1.3439	-0.5659	10.0	3.0	0	accept
166.752	1.3439	-0.3089	2.0	-1.0	0	accept
177.252	1.3439	0.2231	-6.0	-3.0	0	accept
182.252	1.3439	0.5061	-2.0	-5.0	0	accept
185.752	1.3439	0.5721	-2.0	-1.0	0	accept
189.502	1.3439	0.3851	10.0	-3.0	0	accept
193.252	1.3439	0.8961	-14.0	3.0	0	reject
196.752	1.3439	1.1561	-6.0	3.0	1	n/a
201.001	1.3439	0.3061	-6.0	1.0	0	accept
205.502	1.3439	1.1561	-10.0	-7.0	1	n/a
209.502	1.3439	0.3631	-2.0	-7.0	0	reject
213.502	1.3439	1.1561	2.0	-7.0	1	n/a
220.252	1.3439	-0.2509	-14.0	1.0	0	reject
224.001	1.3439	-0.0899	6.0	-1.0	0	accept
230.252	1.3439	-0.0299	6.0	-5.0	0	accept
234.001	1.3439	-0.1279	2.0	3.0	0	accept
241.001	1.3439	-0.2459	-10.0	5.0	0	accept
246.001	1.3439	-0.2239	14.0	-5.0	0	accept
256.001	1.3439	0.0331	-10.0	-5.0	0	reject
263.001	1.3439	0.0611	-10.0	-1.0	0	reject
268.252	1.3439	0.0401	-2.0	1.0	0	accept
273.502	1.3439	-0.1509	10.0	5.0	0	accept
277.252	1.3439	-0.1439	10.0	-5.0	0	accept
284.752	1.3439	-0.3509	6.0	1.0	0	accept
291.252	1.3439	-0.1219	-6.0	5.0	0	accept
299.752	1.3439	0.2811	-14.0	5.0	0	accept
306.252	1.3439	0.2421	-6.0	-5.0	0	reject
313.752	1.3439	-0.3029	14.0	-7.0	0	accept
318.001	1.3439	-0.2579	2.0	-5.0	0	accept
322.001	1.3439	-0.3849	-10.0	-3.0	0	reject
326.252	1.3439	-0.4189	-14.0	7.0	0	accept
332.752	1.3439	-0.5399	14.0	5.0	0	accept
338.502	1.3439	0.3341	-14.0	-5.0	0	reject
343.252	1.3439	-0.1179	6.0	5.0	0	accept
347.252	1.3439	-0.0949	-10.0	7.0	0	accept
351.001	1.3439	-0.5469	-2.0	7.0	0	accept
