onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
5.752	1.8411	client_1	9.4375	-4.7188	accept	0	-0.2131
12.002	1.8411	client_2	5.4375	7.2812	accept	0	-0.1911
19.502	1.8411	client_1	-6.5625	7.2812	accept	0	-0.1951
27.502	1.8411	client_1	13.4375	-2.7188	accept	0	-0.0391
34.252	1.8411	client_1	13.4375	3.2812	accept	0	-0.1451
44.002	1.8411	client_1	1.4375	3.2812	accept	0	-0.3201
49.252	1.8411	client_1	-2.5625	3.2812	accept	0	-0.3071
53.752	1.8411	client_2	9.4375	7.2812	accept	0	-0.1751
64.752	1.8411	client_2	-10.5625	-6.7188	reject	0	-0.1441
71.252	1.8411	client_1	-2.5625	-4.7188	accept	0	0.4659
77.252	1.8411	client_2	-2.5625	5.2812	reject	0	-0.2371
86.252	1.8411	client_1	9.4375	3.2812	accept	0	-0.2701
93.002	1.8411	client_2	-10.5625	1.2812	reject	0	-0.1981
97.502	1.8411	client_2	-10.5625	-4.7188	reject	0	-0.0561
109.002	1.8411	client_1	-6.5625	-2.7188	reject	0	0.1089
113.752	1.8411	client_2	13.4375	3.2812	accept	0	-0.1101
118.752	1.8411	client_2	13.4375	-0.7188	accept	0	-0.0231
126.252	1.8411	client_1	-6.5625	-6.7188	reject	0	-0.0911
134.252	1.8411	client_2	13.4375	1.2812	accept	0	0.1679
143.752	1.8411	client_2	-6.5625	-6.7188	reject	0	-0.1301
149.252	1.8411	client_2	-14.5625	-4.7188	reject	0	-0.2031
156.502	1.8411	client_1	5.4375	-4.7188	accept	0	-0.0181
161.502	1.8411	client_1	-14.5625	-6.7188	reject	0	-0.1361
168.502	1.8411	client_2	-6.5625	1.2812	accept	0	0.2579
175.002	1.8411	client_2	9.4375	-2.7188	reject	0	0.3959
183.252	1.8411	client_2	1.4375	1.2812	reject	0	-0.1591
189.002	1.8411	client_1	-2.5625	-6.7188	accept	0	0.3099
195.002	1.8411	client_2	-2.5625	3.2812	accept	0	-0.2761
202.752	1.8411	client_1	-2.5625	1.2812	accept	0	-0.3011
208.252	1.8411	client_2	-2.5625	-6.7188	reject	0	-0.0681
215.252	1.8411	client_1	-14.5625	1.2812	reject	0	-0.1031
221.502	1.8411	client_2	1.4375	5.2812	accept	0	0.0119
228.002	1.8411	client_1	1.4375	-4.7188	reject	0	0.0239
237.252	1.8411	client_2	5.4375	-2.7188	accept	0	-0.0071
243.252	1.8411	client_2	-6.5625	5.2812	accept	0	0.4589
248.252	1.8411	client_2	5.4375	-0.7188	accept	0	0.1729
254.502	1.8411	client_2	-10.5625	-0.7188	reject	0	-0.1041
260.002	1.8411	client_2	-14.5625	5.2812	reject	0	-0.0781
266.752	1.8411	client_1	-10.5625	1.2812	reject	0	-0.2211
273.502	1.8411	client_1	-6.5625	-4.7188	reject	0	-0.2171
279.002	1.8411	client_1	-2.5625	-2.7188	accept	0	-0.0121
285.002	1.8411	client_1	1.4375	-0.7188	accept	0	0.5159
290.252	1.8411	client_1	5.4375	-6.7188	accept	0	-0.0051
298.002	1.8411	client_2	5.4375	-6.7188	reject	0	0.3799
302.502	1.8411	client_1	-14.5625	-0.7188	reject	0	-0.0381
308.002	1.8411	client_2	1.4375	-4.7188	reject	0	0.5059
313.002	1.8411	client_2	-2.5625	1.2812	reject	0	0.1059
317.502	1.8411	client_2	13.4375	5.2812	accept	0	-0.1741
322.502	1.8411	client_2	-6.5625	7.2812	accept	0	0.3319
327.502	1.8411	client_1	9.4375	7.2812	accept	0	-0.1971
332.252	1.8411	client_1	1.4375	-6.7188	accept	0	0.4949
340.502	1.8411	client_1	5.4375	-0.7188	accept	0	0.2299
348.002	1.8411	client_1	-2.5625	5.2812	accept	0	0.2009
357.002	1.8411	client_1	9.4375	-0.7188	accept	0	-0.0711
364.502	1.8411	client_2	13.4375	-2.7188	accept	0	0.7839
369.252	1.8411	client_1	1.4375	7.2812	accept	0	-0.0831
373.752	1.8411	client_1	5.4375	5.2812	accept	0	-0.3641
380.502	1.8411	client_1	-10.5625	7.2812	accept	0	-0.1991
385.252	1.8411	client_1	9.4375	5.2812	accept	0	-0.2241
390.752	1.8411	client_2	-10.5625	5.2812	reject	0	-0.0451
397.252	1.8411	client_2	-10.5625	3.2812	reject	0	0.1489
402.252	1.8411	client_1	13.4375	-6.7188	accept	0	0.1889
406.752	1.8411	client_2	5.4375	-4.7188	reject	0	-0.0981
412.502	1.8411	client_2	1.4375	-0.7188	reject	0	-0.0141
