onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
4.252	2.9974	-0.0884	0	9.0625	10.125	client_2	accept	positive
10.002	2.9974	0.0046	0	-9.9375	-12.875	client_1	reject	positive
18.252	2.9974	0.1876	0	-1.9375	-3.875	client_1	accept	positive
27.752	2.9974	-0.1614	0	-7.9375	11.125	client_2	accept	negative
33.752	2.9974	0.3646	0	13.0625	-16.875	client_1	reject	negative
42.752	2.9974	-0.4154	0	3.0625	12.125	client_2	accept	positive
49.002	2.9974	-0.1604	0	-5.9375	-5.875	client_1	reject	positive
61.252	2.9974	0.2606	0	7.0625	10.125	client_2	reject	negative
68.752	2.9974	0.4956	0	-16.9375	4.125	client_1	reject	positive
79.002	2.9974	-0.0664	0	22.0625	1.125	client_2	accept	positive
87.002	2.9974	0.2886	0	10.0625	-19.875	client_2	reject	positive
95.752	2.9974	0.1316	0	-6.9375	-15.875	client_2	reject	positive
102.002	2.9974	-0.2574	0	0.0625	8.125	client_2	accept	negative
108.002	2.9974	0.1706	0	17.0625	3.125	client_2	accept	positive
120.502	2.9974	-0.2904	0	3.0625	9.125	client_2	accept	positive
130.002	2.9974	-0.0174	0	-1.9375	-8.875	client_1	reject	positive
135.502	2.9974	0.4136	0	-3.9375	-6.875	client_1	reject	positive
145.502	2.9974	-0.2334	0	-4.9375	15.125	client_2	accept	positive
154.002	2.9974	-0.2664	0	25.0625	-1.875	client_1	accept	positive
161.502	2.9974	0.1226	0	-10.9375	4.125	client_1	accept	positive
168.252	2.9974	0.1136	0	-7.9375	-14.875	client_2	reject	positive
173.752	2.9974	-0.1304	0	-10.9375	4.125	client_2	reject	positive
179.502	2.9974	-0.0734	0	-1.9375	11.125	client_1	accept	positive
186.002	2.9974	0.2386	0	-12.9375	-9.875	client_1	reject	positive
191.752	2.9974	-0.1494	0	11.0625	9.125	client_2	accept	positive
198.002	2.9974	0.0386	0	6.0625	11.125	client_1	accept	positive
204.752	2.9974	-0.1614	0	-23.9375	16.125	client_1	accept	positive
210.752	2.9974	-0.0324	0	-19.9375	7.125	client_1	reject	positive
218.002	2.9974	0.1526	0	14.0625	5.125	client_2	accept	positive
223.502	2.9974	-0.0474	0	-11.9375	13.125	client_2	reject	positive
232.502	2.9974	-0.1094	0	4.0625	12.125	client_1	accept	positive
238.002	2.9974	-0.0614	0	-14.9375	19.125	client_2	accept	positive
243.752	2.9974	-0.2334	0	-2.9375	-19.875	client_1	reject	positive
250.752	2.9974	-0.1544	0	26.0625	0.125	client_1	accept	positive
259.252	2.9974	-0.0604	0	-16.9375	10.125	client_2	reject	positive
266.502	2.9974	-0.2814	0	-4.9375	12.125	client_2	accept	positive
272.252	2.9974	0.0416	0	15.0625	-18.875	client_1	accept	positive
284.502	2.9974	0.2866	0	-4.9375	-5.875	client_1	accept	negative
290.502	2.9974	-0.1644	0	23.0625	1.125	client_2	accept	positive
296.252	2.9974	-0.2384	0	14.0625	2.125	client_1	accept	positive
307.502	2.9974	0.5076	0	14.0625	-17.875	client_1	reject	negative
317.752	2.9974	0.1876	0	-3.9375	9.125	client_2	accept	negative
323.752	2.9974	-0.0414	0	-13.9375	13.125	client_2	accept	negative
330.002	2.9974	-0.2364	0	-14.9375	14.125	client_2	accept	negative
337.752	2.9974	-0.0464	0	2.0625	-24.875	client_1	reject	positive
344.002	2.9974	0.2886	0	-10.9375	-11.875	client_1	reject	positive
350.502	2.9974	-0.1024	0	16.0625	-24.875	client_2	reject	positive
356.502	2.9974	-0.0134	0	-5.9375	-16.875	client_1	reject	positive
