onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.252	1.3541	1.1459	-10.0	-7.0	1	n/a
5.502	1.3541	-0.5481	-14.0	3.0	0	accept
10.252	1.3541	0.4249	-2.0	-3.0	0	accept
16.752	1.3541	-0.4601	-6.0	7.0	0	accept
23.502	1.3541	-0.4131	10.0	-5.0	0	accept
31.002	1.3541	0.3759	-6.0	-7.0	0	accept
35.252	1.3541	-0.4701	-10.0	5.0	0	accept
39.002	1.3541	0.4569	2.0	-7.0	0	accept
45.502	1.3541	0.6229	-2.0	-7.0	0	reject
52.502	1.3541	-0.0731	14.0	-3.0	0	accept
61.502	1.3541	-0.2351	10.0	7.0	0	accept
65.502	1.3541	-0.2641	-10.0	7.0	0	accept
75.752	1.3541	0.8269	-10.0	1.0	0	accept
81.502	1.3541	0.2929	-6.0	-5.0	0	accept
85.252	1.3541	1.1459	6.0	-7.0	1	n/a
89.752	1.3541	-0.5981	2.0	3.0	0	accept
98.252	1.3541	-0.1731	10.0	-1.0	0	accept
105.502	1.3541	-0.4041	6.0	3.0	0	accept
110.002	1.3541	0.2429	2.0	1.0	0	accept
115.502	1.3541	-0.5051	-2.0	7.0	0	accept
119.502	1.3541	-0.5741	6.0	5.0	0	accept
123.002	1.3541	-0.6181	2.0	5.0	0	accept
133.002	1.3541	0.3979	6.0	-3.0	0	accept
137.502	1.3541	1.1459	-10.0	-1.0	1	n/a
143.502	1.3541	0.0389	14.0	3.0	0	accept
147.752	1.3541	-0.2471	-6.0	5.0	0	accept
153.252	1.3541	-0.0051	-10.0	-5.0	0	accept
157.002	1.3541	0.1229	-2.0	-5.0	0	accept
161.502	1.3541	-0.0351	-14.0	-7.0	0	reject
167.752	1.3541	0.0759	6.0	-1.0	0	accept
174.252	1.3541	-0.1701	10.0	5.0	0	accept
180.502	1.3541	-0.1211	-14.0	-5.0	0	reject
188.252	1.3541	-0.0041	10.0	-3.0	0	accept
192.252	1.3541	0.1589	2.0	-1.0	0	accept
198.752	1.3541	0.2149	-6.0	-1.0	0	accept
203.002	1.3541	-0.2071	2.0	-3.0	0	accept
210.002	1.3541	0.1149	-6.0	1.0	0	accept
215.002	1.3541	-0.1921	-14.0	7.0	0	accept
218.502	1.3541	0.0749	6.0	1.0	0	accept
222.002	1.3541	-0.0431	14.0	-5.0	0	accept
225.752	1.3541	0.7419	-14.0	5.0	0	accept
234.002	1.3541	0.3819	-14.0	-1.0	0	reject
238.502	1.3541	0.9439	-14.0	1.0	0	reject
243.752	1.3541	0.6279	2.0	7.0	0	accept
249.752	1.3541	-0.1481	10.0	3.0	0	accept
253.752	1.3541	-0.6311	6.0	7.0	0	accept
259.252	1.3541	-0.4301	-10.0	3.0	0	accept
265.502	1.3541	-0.2891	-2.0	-1.0	0	accept
272.502	1.3541	-0.6241	14.0	1.0	0	accept
277.002	1.3541	-0.3891	10.0	1.0	0	accept
281.002	1.3541	-0.3781	2.0	-5.0	0	accept
286.752	1.3541	0.4849	-14.0	-3.0	0	reject
297.252	1.3541	0.0969	-6.0	3.0	0	accept
300.752	1.3541	-0.1251	14.0	5.0	0	accept
307.002	1.3541	0.1329	-6.0	-3.0	0	accept
312.752	1.3541	-0.2731	10.0	-7.0	0	accept
316.502	1.3541	0.5509	-10.0	-3.0	0	reject
320.752	1.3541	0.4539	6.0	-5.0	0	accept
327.002	1.3541	0.6939	14.0	-7.0	0	accept
330.752	1.3541	-0.1791	-2.0	1.0	0	accept
335.502	1.3541	-0.1421	-2.0	3.0	0	accept
340.502	1.3541	0.9729	14.0	-1.0	0	accept
346.502	1.3541	0.1039	-2.0	5.0	0	accept
350.002	1.3541	-0.6581	14.0	7.0	0	accept
