onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
4.252	2.9347	0.0533	0	5.7708	-15.7708	client_1	reject	positive
16.752	2.9347	-0.1767	0	-5.2292	15.2292	client_2	accept	positive
27.002	2.9347	-0.0787	0	-9.2292	11.2292	client_2	accept	negative
36.252	2.9347	-0.1827	0	16.7708	3.2292	client_1	accept	positive
42.252	2.9347	-0.0647	0	6.7708	10.2292	client_2	accept	positive
48.002	2.9347	-0.1797	0	-14.2292	16.2292	client_2	accept	positive
57.002	2.9347	-0.0587	0	-6.2292	-15.7708	client_1	reject	positive
65.752	2.9347	0.6553	0	-4.2292	-17.7708	client_2	accept	negative
73.002	2.9347	-0.0857	0	1.7708	-23.7708	client_1	reject	positive
80.252	2.9347	-0.0787	0	17.7708	3.2292	client_2	accept	positive
90.002	2.9347	-0.0067	0	22.7708	1.2292	client_2	accept	positive
99.502	2.9347	0.1323	0	-24.2292	17.2292	client_1	accept	positive
107.002	2.9347	-0.1217	0	-1.2292	13.2292	client_2	accept	positive
113.502	2.9347	0.1983	0	13.7708	-22.7708	client_1	reject	positive
123.002	2.9347	-0.0817	0	-3.2292	9.2292	client_2	accept	negative
129.502	2.9347	-0.2567	0	1.7708	-23.7708	client_2	reject	positive
135.002	2.9347	-0.0807	0	11.7708	3.2292	client_2	accept	negative
141.252	2.9347	-0.1007	0	10.7708	3.2292	client_2	reject	positive
147.002	2.9347	0.7183	0	-15.2292	-6.7708	client_1	reject	positive
156.002	2.9347	0.1323	0	11.7708	-14.7708	client_1	reject	negative
162.752	2.9347	0.0893	0	-15.2292	3.2292	client_2	reject	positive
169.252	2.9347	-0.2807	0	-12.2292	18.2292	client_2	accept	positive
176.002	2.9347	0.3703	0	12.7708	-15.7708	client_1	accept	positive
182.002	2.9347	-0.0727	0	22.7708	-1.7708	client_1	accept	positive
188.502	2.9347	0.2133	0	1.7708	12.2292	client_2	reject	negative
195.252	2.9347	-0.1067	0	-20.2292	13.2292	client_1	accept	positive
201.252	2.9347	-0.1207	0	0.7708	-10.7708	client_1	reject	positive
207.252	2.9347	0.1503	0	3.7708	8.2292	client_2	reject	negative
213.752	2.9347	0.2413	0	0.7708	-22.7708	client_1	reject	positive
219.752	2.9347	0.1823	0	2.7708	-12.7708	client_2	reject	positive
226.002	2.9347	0.0193	0	-13.2292	-8.7708	client_1	reject	positive
232.252	2.9347	-0.1767	0	-3.2292	11.2292	client_1	accept	positive
240.002	2.9347	-0.0737	0	25.7708	-2.7708	client_2	accept	negative
247.252	2.9347	-0.0077	0	11.7708	-20.7708	client_1	reject	positive
255.252	2.9347	0.3013	0	9.7708	-13.7708	client_2	reject	positive
262.752	2.9347	-0.0367	0	-17.2292	-4.7708	client_1	reject	positive
268.502	2.9347	-0.2347	0	-13.2292	18.2292	client_1	reject	negative
274.502	2.9347	-0.2257	0	-4.2292	12.2292	client_2	accept	positive
283.752	2.9347	-0.2567	0	-14.2292	8.2292	client_1	accept	positive
293.752	2.9347	-0.3187	0	16.7708	1.2292	client_2	accept	negative
302.502	2.9347	-0.0157	0	-12.2292	6.2292	client_2	reject	positive
308.502	2.9347	0.3943	0	-20.2292	8.2292	client_1	reject	positive
315.752	2.9347	-0.1927	0	-9.2292	17.2292	client_1	reject	negative
324.002	2.9347	-0.2787	0	-4.2292	15.2292	client_2	accept	positive
335.002	2.9347	0.4543	0	3.7708	-7.7708	client_1	accept	positive
342.252	2.9347	0.3423	0	2.7708	-12.7708	client_1	accept	negative
349.502	2.9347	-0.3737	0	-12.2292	15.2292	client_2	accept	positive
355.752	2.9347	-0.3207	0	16.7708	1.2292	client_1	accept	positive
