onset	duration	normalized_rt	gains	losses	missing_trials	outcome
2.252	1.3301	0.3249	-2.0	3.0	0	accept
6.752	1.3301	-0.3391	6.0	-7.0	0	accept
10.502	1.3301	-0.1851	-10.0	-5.0	0	accept
15.252	1.3301	-0.2611	-2.0	-5.0	0	accept
20.502	1.3301	-0.1341	14.0	-7.0	0	accept
26.252	1.3301	0.0669	2.0	5.0	0	accept
33.252	1.3301	-0.0411	-10.0	5.0	0	accept
38.752	1.3301	0.4949	2.0	-1.0	0	accept
45.502	1.3301	0.0719	-10.0	7.0	0	accept
51.252	1.3301	-0.0501	6.0	7.0	0	accept
56.502	1.3301	-0.1681	-6.0	5.0	0	accept
60.752	1.3301	0.8579	-2.0	5.0	0	accept
66.752	1.3301	-0.3341	2.0	1.0	0	accept
72.752	1.3301	-0.1551	14.0	-3.0	0	accept
77.752	1.3301	0.7459	14.0	-5.0	0	accept
84.752	1.3301	-0.4051	-2.0	7.0	0	accept
89.752	1.3301	0.2519	-10.0	1.0	0	reject
94.002	1.3301	-0.1361	10.0	3.0	0	accept
101.752	1.3301	0.1829	2.0	-7.0	0	reject
109.252	1.3301	-0.0711	10.0	-1.0	0	accept
118.252	1.3301	-0.1081	-10.0	-1.0	0	reject
123.502	1.3301	0.2019	10.0	1.0	0	accept
128.002	1.3301	0.0409	6.0	1.0	0	accept
133.502	1.3301	-0.2491	14.0	-1.0	0	accept
142.502	1.3301	-0.0521	2.0	-3.0	0	accept
149.502	1.3301	-0.1281	-10.0	-7.0	0	reject
153.252	1.3301	-0.3171	-10.0	-3.0	0	reject
157.502	1.3301	-0.3411	14.0	3.0	0	accept
161.002	1.3301	-0.2961	10.0	5.0	0	accept
169.502	1.3301	0.3239	-6.0	1.0	0	reject
174.252	1.3301	0.4299	-10.0	3.0	0	reject
184.752	1.3301	-0.1341	10.0	-5.0	0	accept
191.002	1.3301	0.1829	10.0	-3.0	0	accept
195.002	1.3301	-0.3591	-14.0	3.0	0	reject
198.752	1.3301	0.2449	-2.0	-3.0	0	reject
209.252	1.3301	-0.1221	-14.0	7.0	0	accept
213.002	1.3301	-0.5461	10.0	7.0	0	accept
221.002	1.3301	0.2249	-14.0	-1.0	0	reject
226.252	1.3301	0.0749	-14.0	-5.0	0	reject
233.002	1.3301	0.0449	6.0	-3.0	0	accept
236.752	1.3301	-0.4961	14.0	7.0	0	accept
241.252	1.3301	-0.3901	6.0	-1.0	0	accept
246.002	1.3301	-0.0881	-6.0	7.0	0	accept
249.502	1.3301	-0.2101	-6.0	-5.0	0	reject
253.502	1.3301	-0.0251	-2.0	-7.0	0	reject
259.002	1.3301	-0.0681	6.0	5.0	0	accept
263.752	1.3301	-0.3041	2.0	7.0	0	accept
268.752	1.3301	-0.1901	6.0	3.0	0	accept
272.502	1.3301	0.2079	2.0	3.0	0	accept
276.752	1.3301	0.8569	6.0	-5.0	0	reject
282.502	1.3301	0.4449	2.0	-5.0	0	reject
289.002	1.3301	0.0889	-6.0	3.0	0	accept
295.252	1.3301	0.3819	10.0	-7.0	0	reject
301.002	1.3301	0.2049	-2.0	1.0	0	accept
307.502	1.3301	0.1919	-14.0	1.0	0	reject
317.252	1.3301	0.6009	-6.0	-1.0	0	reject
321.252	1.3301	-0.2461	-14.0	-3.0	0	reject
325.752	1.3301	-0.2221	-6.0	-3.0	0	reject
331.252	1.3301	-0.3081	-14.0	-7.0	0	reject
335.502	1.3301	-0.3611	-6.0	-7.0	0	reject
341.752	1.3301	0.4979	14.0	1.0	0	accept
346.752	1.3301	-0.5321	14.0	5.0	0	accept
354.502	1.3301	0.1319	-14.0	5.0	0	accept
359.252	1.3301	1.1699	-2.0	-1.0	1	n/a
