onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
7.002	3.1347	-0.0337	0	-4.6667	11.7292	client_2	accept	positive
16.252	3.1347	-0.4237	0	-6.6667	12.7292	client_2	accept	positive
26.752	3.1347	-0.2287	0	19.3333	1.7292	client_1	accept	positive
35.252	3.1347	0.0763	0	11.3333	-20.2708	client_1	accept	negative
41.252	3.1347	-0.3107	0	-1.6667	7.7292	client_2	accept	negative
47.002	3.1347	-0.2537	0	-4.6667	14.7292	client_2	accept	positive
56.002	3.1347	-0.0407	0	-23.6667	16.7292	client_2	reject	positive
63.252	3.1347	-0.0077	0	14.3333	1.7292	client_1	accept	positive
72.752	3.1347	0.2873	0	16.3333	-19.2708	client_1	reject	negative
78.752	3.1347	0.2303	0	7.3333	-29.2708	client_1	reject	positive
84.252	3.1347	-0.1587	0	3.3333	11.7292	client_2	accept	positive
94.502	3.1347	-0.2927	0	-4.6667	9.7292	client_2	accept	negative
100.752	3.1347	0.2793	0	-13.6667	15.7292	client_2	accept	positive
106.752	3.1347	-0.1877	0	23.3333	-2.2708	client_2	reject	positive
112.502	3.1347	-0.4937	0	-6.6667	15.7292	client_2	accept	positive
118.502	3.1347	-0.2597	0	-3.6667	-1.2708	client_1	accept	positive
128.002	3.1347	-0.1517	0	-10.6667	-11.2708	client_1	reject	positive
134.752	3.1347	-0.3277	0	-23.6667	10.7292	client_2	reject	positive
143.252	3.1347	-0.2897	0	13.3333	-16.2708	client_1	accept	positive
155.752	3.1347	-0.5277	0	4.3333	10.7292	client_1	accept	positive
167.252	3.1347	-0.6007	0	12.3333	4.7292	client_2	accept	positive
173.752	3.1347	0.5203	0	3.3333	5.7292	client_2	reject	positive
180.502	3.1347	-0.0397	0	-0.6667	-4.2708	client_1	accept	positive
187.752	3.1347	-0.3217	0	26.3333	-3.2708	client_1	accept	positive
199.002	3.1347	-0.1817	0	-20.6667	13.7292	client_1	accept	positive
204.502	3.1347	-0.3357	0	20.3333	-28.2708	client_1	accept	negative
210.752	3.1347	0.1033	0	-19.6667	-2.2708	client_1	reject	positive
218.002	3.1347	0.1443	0	6.3333	7.7292	client_2	accept	positive
226.752	3.1347	-0.3067	0	-15.6667	-6.2708	client_2	reject	positive
232.502	3.1347	-0.2457	0	-16.6667	-5.2708	client_1	reject	positive
239.252	3.1347	-0.1517	0	-22.6667	15.7292	client_1	accept	positive
246.752	3.1347	0.0913	0	-9.6667	11.7292	client_2	accept	negative
257.502	3.1347	0.0123	0	-20.6667	8.7292	client_1	reject	positive
264.002	3.1347	0.6063	0	-3.6667	-7.2708	client_1	reject	positive
269.752	3.1347	0.0103	0	2.3333	11.7292	client_2	accept	positive
275.252	3.1347	0.6813	0	-2.6667	-19.2708	client_1	reject	positive
284.502	3.1347	0.5433	0	8.3333	3.7292	client_2	reject	positive
292.502	3.1347	0.6903	0	-18.6667	11.7292	client_2	reject	positive
298.502	3.1347	0.1163	0	7.3333	-29.2708	client_2	reject	positive
304.002	3.1347	0.1973	0	9.3333	-18.2708	client_2	reject	positive
311.252	3.1347	0.1873	0	1.3333	-11.2708	client_1	accept	negative
322.252	3.1347	0.4393	0	7.3333	9.7292	client_1	accept	positive
328.002	3.1347	0.1773	0	8.3333	-30.2708	client_1	reject	positive
338.502	3.1347	0.6583	0	13.3333	4.7292	client_1	accept	positive
345.752	3.1347	0.0363	0	13.3333	7.7292	client_2	accept	positive
353.752	3.1347	0.2303	0	9.3333	5.7292	client_2	accept	positive
359.252	3.1347	-0.2047	0	-15.6667	18.7292	client_2	accept	positive
365.502	3.1347	0.0583	0	9.3333	-18.2708	client_1	reject	positive
