onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
1.252	3.0176	-0.1036	0	-9.375	14.2292	client_2	accept	positive
8.502	3.0176	0.0904	0	-12.375	13.2292	client_2	accept	negative
15.252	3.0176	-0.0666	0	-2.375	14.2292	client_2	accept	positive
27.752	3.0176	0.4344	0	0.625	-23.7708	client_1	accept	negative
34.502	3.0176	0.0574	0	3.625	-26.7708	client_1	accept	negative
42.502	3.0176	-0.2526	0	-10.375	12.2292	client_2	accept	negative
51.502	3.0176	-0.1306	0	13.625	-22.7708	client_1	reject	positive
57.002	3.0176	-0.0086	0	-18.375	-4.7708	client_1	reject	positive
65.252	3.0176	0.1034	0	-19.375	11.2292	client_1	accept	positive
73.752	3.0176	0.4074	0	25.625	-2.7708	client_1	reject	negative
79.252	3.0176	-0.2536	0	8.625	10.2292	client_1	accept	positive
86.502	3.0176	-0.2856	0	-13.375	13.2292	client_2	accept	negative
94.002	3.0176	0.1104	0	12.625	-22.7708	client_1	reject	positive
101.002	3.0176	0.0514	0	-0.375	8.2292	client_2	accept	negative
109.502	3.0176	-0.2456	0	1.625	-6.7708	client_2	reject	positive
116.502	3.0176	-0.1796	0	25.625	0.2292	client_2	accept	positive
125.752	3.0176	-0.3866	0	21.625	1.2292	client_1	accept	positive
131.252	3.0176	0.0264	0	12.625	3.2292	client_1	accept	positive
137.752	3.0176	0.6954	0	-3.375	14.2292	client_2	accept	positive
145.002	3.0176	0.5914	0	15.625	-19.7708	client_1	accept	positive
151.502	3.0176	-0.2656	0	15.625	1.2292	client_2	accept	negative
159.502	3.0176	-0.2586	0	-21.375	8.2292	client_1	reject	positive
165.752	3.0176	-0.0226	0	-0.375	10.2292	client_2	reject	negative
171.502	3.0176	0.1154	0	17.625	1.2292	client_2	accept	negative
179.252	3.0176	-0.1596	0	0.625	-5.7708	client_1	reject	negative
191.252	3.0176	-0.1896	0	-22.375	9.2292	client_2	reject	positive
197.002	3.0176	-0.1016	0	5.625	-10.7708	client_1	accept	positive
202.502	3.0176	-0.1346	0	-15.375	8.2292	client_1	accept	positive
210.752	3.0176	-0.0886	0	8.625	-18.7708	client_1	accept	negative
218.502	3.0176	-0.0546	0	5.625	11.2292	client_2	accept	positive
224.252	3.0176	-0.0046	0	16.625	-20.7708	client_1	accept	positive
234.752	3.0176	0.3424	0	-11.375	-11.7708	client_1	reject	positive
243.252	3.0176	-0.0976	0	11.625	5.2292	client_2	accept	positive
252.002	3.0176	0.5494	0	-10.375	3.2292	client_2	reject	positive
264.252	3.0176	0.2014	0	9.625	9.2292	client_1	accept	positive
271.752	3.0176	0.2774	0	1.625	12.2292	client_2	accept	positive
279.502	3.0176	-0.4456	0	9.625	6.2292	client_2	accept	positive
285.002	3.0176	-0.2336	0	15.625	-24.7708	client_2	reject	positive
292.252	3.0176	0.1244	0	-19.375	-3.7708	client_1	accept	negative
299.252	3.0176	-0.2996	0	-2.375	11.2292	client_2	accept	positive
305.252	3.0176	-0.1946	0	-15.375	-7.7708	client_1	reject	positive
311.752	3.0176	-0.2886	0	0.625	10.2292	client_1	accept	positive
320.252	3.0176	-0.1116	0	-22.375	-0.7708	client_2	reject	positive
327.002	3.0176	-0.0586	0	10.625	9.2292	client_2	accept	positive
334.002	3.0176	-0.0856	0	-8.375	16.2292	client_2	accept	positive
342.002	3.0176	0.8034	0	-23.375	0.2292	client_2	accept	negative
348.002	3.0176	0.2754	0	-6.375	-5.7708	client_1	reject	positive
357.252	3.0176	-0.2506	0	-3.375	-7.7708	client_1	reject	positive
