onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.252	1.2518	1.2482	-6.0	5.0	1	n/a
8.502	1.2518	-0.6038	10.0	1.0	0	accept
13.752	1.2518	0.0352	14.0	-5.0	0	accept
17.502	1.2518	0.1932	-14.0	-3.0	0	reject
21.502	1.2518	0.6962	10.0	-7.0	0	accept
30.252	1.2518	0.3792	6.0	-7.0	0	reject
38.252	1.2518	0.5672	14.0	-7.0	0	accept
44.502	1.2518	0.5982	-10.0	7.0	0	accept
50.002	1.2518	1.2482	2.0	-1.0	1	n/a
54.002	1.2518	-0.1388	-2.0	7.0	0	accept
58.002	1.2518	0.0992	-10.0	5.0	0	accept
62.502	1.2518	-0.3848	-2.0	5.0	0	accept
70.502	1.2518	0.0172	-14.0	-1.0	0	reject
74.252	1.2518	-0.0538	-2.0	-7.0	0	reject
82.502	1.2518	-0.1998	14.0	5.0	0	accept
87.502	1.2518	-0.3778	10.0	5.0	0	accept
93.252	1.2518	0.1982	2.0	5.0	0	accept
97.252	1.2518	0.1742	-6.0	3.0	0	reject
103.752	1.2518	0.2392	-6.0	7.0	0	accept
109.002	1.2518	0.0892	2.0	-5.0	0	reject
113.002	1.2518	-0.2288	-6.0	-7.0	0	reject
116.502	1.2518	-0.4318	-10.0	-7.0	0	reject
120.752	1.2518	0.5922	-14.0	7.0	0	reject
126.502	1.2518	-0.3618	6.0	3.0	0	accept
132.752	1.2518	-0.1028	6.0	1.0	0	accept
137.752	1.2518	0.1022	2.0	-7.0	0	reject
141.752	1.2518	-0.3858	-6.0	-5.0	0	reject
147.752	1.2518	-0.2108	-14.0	5.0	0	reject
153.002	1.2518	0.3952	14.0	-3.0	0	reject
162.502	1.2518	-0.3528	-10.0	-1.0	0	reject
173.002	1.2518	-0.0128	-14.0	-5.0	0	reject
179.502	1.2518	-0.0088	-6.0	-3.0	0	reject
185.252	1.2518	-0.2348	10.0	7.0	0	accept
189.002	1.2518	1.2482	14.0	1.0	1	n/a
193.002	1.2518	0.2492	-2.0	3.0	0	reject
199.502	1.2518	-0.3608	-6.0	-1.0	0	reject
206.002	1.2518	-0.1388	-10.0	1.0	0	reject
214.252	1.2518	0.1262	-2.0	-5.0	0	reject
220.002	1.2518	-0.4338	10.0	3.0	0	accept
223.752	1.2518	-0.0228	10.0	-3.0	0	reject
229.002	1.2518	-0.3128	-10.0	-3.0	0	reject
233.002	1.2518	0.3042	2.0	1.0	0	reject
237.752	1.2518	-0.3868	-14.0	3.0	0	reject
242.502	1.2518	0.2382	-6.0	1.0	0	reject
248.252	1.2518	0.6062	2.0	-3.0	0	reject
255.502	1.2518	0.9122	6.0	-5.0	0	reject
261.002	1.2518	-0.2078	6.0	-3.0	0	reject
265.002	1.2518	0.4332	-10.0	3.0	0	reject
269.752	1.2518	-0.2998	-10.0	-5.0	0	reject
278.252	1.2518	-0.1848	2.0	7.0	0	accept
281.752	1.2518	-0.5188	2.0	3.0	0	accept
289.002	1.2518	0.5292	-2.0	1.0	0	reject
294.002	1.2518	0.4542	14.0	-1.0	0	reject
299.252	1.2518	-0.3428	-14.0	-7.0	0	reject
303.002	1.2518	-0.2348	-14.0	1.0	0	reject
308.002	1.2518	0.5862	10.0	-5.0	0	accept
311.502	1.2518	0.3262	-2.0	-3.0	0	reject
316.002	1.2518	0.1472	6.0	-1.0	0	reject
325.252	1.2518	-0.4288	6.0	5.0	0	accept
330.002	1.2518	-0.4518	6.0	7.0	0	accept
336.502	1.2518	0.1172	10.0	-1.0	0	accept
346.252	1.2518	0.0082	-2.0	-1.0	0	reject
350.252	1.2518	-0.4248	14.0	3.0	0	accept
354.002	1.2518	-0.5718	14.0	7.0	0	accept
