onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
5.502	3.4061	-0.0181	0	-13.3333	1.2917	client_1	reject	positive
11.002	3.4061	0.0829	0	-21.3333	14.2917	client_1	accept	positive
18.002	3.4061	0.0029	0	-8.3333	2.2917	client_1	accept	positive
27.002	3.4061	-0.4271	0	-15.3333	8.2917	client_2	reject	positive
33.002	3.4061	-0.3061	0	9.6667	-31.7083	client_1	reject	positive
40.252	3.4061	-0.1431	0	-18.3333	-3.7083	client_2	reject	positive
46.002	3.4061	-0.4661	0	-6.3333	0.2917	client_2	reject	positive
54.252	3.4061	0.1329	0	-9.3333	-1.7083	client_1	reject	positive
60.002	3.4061	0.5629	0	13.6667	-16.7083	client_1	accept	positive
72.502	3.4061	-0.1191	0	-1.3333	12.2917	client_2	accept	positive
78.752	3.4061	-0.0451	0	11.6667	7.2917	client_2	accept	positive
86.002	3.4061	-0.3941	0	2.6667	11.2917	client_2	accept	positive
92.502	3.4061	0.1609	0	-6.3333	14.2917	client_1	accept	positive
98.252	3.4061	0.1669	0	-3.3333	10.2917	client_2	accept	positive
105.252	3.4061	-0.2611	0	-7.3333	15.2917	client_2	accept	positive
111.502	3.4061	-0.2121	0	-15.3333	-6.7083	client_1	reject	positive
118.752	3.4061	0.5099	0	15.6667	-18.7083	client_1	accept	positive
124.252	3.4061	0.2729	0	-4.3333	-0.7083	client_1	accept	positive
130.502	3.4061	-0.5221	0	5.6667	9.2917	client_1	accept	positive
136.752	3.4061	0.0099	0	-15.3333	3.2917	client_2	reject	positive
143.002	3.4061	0.5309	0	17.6667	-25.7083	client_1	accept	negative
148.502	3.4061	-0.1631	0	2.6667	8.2917	client_1	accept	positive
159.002	3.4061	-0.1871	0	-12.3333	17.2917	client_2	accept	positive
168.252	3.4061	-0.3581	0	-6.3333	-15.7083	client_2	reject	positive
173.752	3.4061	-0.0161	0	-16.3333	-5.7083	client_1	reject	positive
180.252	3.4061	-0.4171	0	15.6667	0.2917	client_1	accept	positive
187.502	3.4061	0.0089	0	23.6667	-0.7083	client_1	accept	positive
194.502	3.4061	-0.2101	0	24.6667	-3.7083	client_1	accept	positive
200.252	3.4061	0.1669	0	20.6667	0.2917	client_2	accept	positive
206.502	3.4061	-0.0741	0	1.6667	-11.7083	client_1	reject	positive
217.252	3.4061	-0.4881	0	2.6667	-12.7083	client_1	reject	positive
226.252	3.4061	-0.0501	0	-17.3333	5.2917	client_1	reject	positive
234.752	3.4061	-0.2851	0	-17.3333	-4.7083	client_1	reject	positive
243.002	3.4061	-0.2681	0	6.6667	-16.7083	client_2	reject	positive
248.752	3.4061	0.1299	0	23.6667	-2.7083	client_2	reject	positive
256.002	3.4061	0.5769	0	22.6667	0.2917	client_2	accept	positive
267.252	3.4061	0.2279	0	-11.3333	11.2917	client_2	accept	negative
278.252	3.4061	0.2829	0	-0.3333	6.2917	client_2	reject	positive
285.002	3.4061	-0.1931	0	-8.3333	-13.7083	client_1	reject	positive
291.752	3.4061	0.1539	0	-10.3333	13.2917	client_2	accept	positive
299.252	3.4061	0.3619	0	14.6667	0.2917	client_2	reject	positive
305.502	3.4061	0.1139	0	-0.3333	-21.7083	client_1	reject	positive
311.252	3.4061	0.4289	0	21.6667	-1.7083	client_2	reject	positive
317.752	3.4061	-0.0451	0	3.6667	7.2917	client_2	accept	positive
329.252	3.4061	0.7949	0	-17.3333	10.2917	client_1	reject	negative
339.002	3.4061	0.3219	0	-14.3333	12.2917	client_2	reject	positive
345.002	3.4061	-0.4081	0	-10.3333	16.2917	client_2	accept	positive
355.502	3.4061	0.0779	0	26.6667	-1.7083	client_2	accept	positive
