onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
3.002	2.1547	client_2	-13.6875	2.75	reject	0	-0.2917
8.752	2.1547	client_2	-9.6875	-3.25	reject	0	-0.3927
14.252	2.1547	client_2	-1.6875	-1.25	reject	0	0.5623
24.252	2.1547	client_1	-1.6875	-1.25	accept	0	0.6203
29.002	2.1547	client_2	-1.6875	-7.25	reject	0	0.1203
33.752	2.1547	client_2	2.3125	-7.25	accept	0	0.3643
39.002	2.1547	client_2	10.3125	2.75	accept	0	0.1973
44.002	2.1547	client_1	14.3125	-1.25	accept	0	0.7593
48.752	2.1547	client_2	2.3125	6.75	accept	0	0.1663
53.252	2.1547	client_2	-1.6875	6.75	accept	0	0.1583
58.502	2.1547	client_2	-9.6875	2.75	accept	0	-0.0957
64.252	2.1547	client_1	-1.6875	2.75	accept	0	-0.2697
69.502	2.1547	client_2	-13.6875	6.75	accept	0	0.1193
77.752	2.1547	client_2	6.3125	-5.25	accept	0	-0.4847
82.252	2.1547	client_1	2.3125	6.75	accept	0	-0.4347
88.002	2.1547	client_2	-5.6875	0.75	accept	0	-0.3557
96.752	2.1547	client_2	14.3125	0.75	accept	0	-0.5347
103.002	2.1547	client_2	14.3125	-3.25	accept	0	-0.4797
107.752	2.1547	client_1	2.3125	-5.25	accept	0	-0.2337
112.752	2.1547	client_1	-1.6875	-3.25	accept	0	-0.1847
117.252	2.1547	client_1	-5.6875	4.75	accept	0	0.0273
126.502	2.1547	client_1	-9.6875	6.75	accept	0	-0.2187
137.752	2.1547	client_2	-9.6875	-7.25	reject	0	-0.2327
142.502	2.1547	client_1	10.3125	-1.25	accept	0	-0.1687
150.502	2.1547	client_2	-5.6875	4.75	accept	0	-0.3027
156.502	2.1547	client_1	-1.6875	-7.25	reject	0	-0.3937
161.752	2.1547	client_1	6.3125	-5.25	accept	0	0.3203
168.502	2.1547	client_2	-13.6875	-1.25	reject	0	-0.1997
176.502	2.1547	client_1	-5.6875	2.75	accept	0	0.2593
181.752	2.1547	client_1	2.3125	2.75	accept	0	0.1283
186.752	2.1547	client_1	-9.6875	-5.25	reject	0	-0.1997
195.502	2.1547	client_1	14.3125	4.75	accept	0	-0.5267
200.252	2.1547	client_2	-1.6875	2.75	accept	0	0.0313
207.752	2.1547	client_1	-5.6875	-1.25	accept	0	0.2773
212.752	2.1547	client_2	-1.6875	0.75	accept	0	0.2443
222.752	2.1547	client_2	2.3125	-5.25	accept	0	-0.0147
233.002	2.1547	client_2	10.3125	-3.25	accept	0	0.8563
240.252	2.1547	client_1	2.3125	-3.25	accept	0	3.0E-4
248.252	2.1547	client_2	-5.6875	-7.25	reject	0	-0.4087
254.002	2.1547	client_1	-5.6875	6.75	accept	0	0.3263
264.002	2.1547	client_1	14.3125	-5.25	accept	0	-0.1157
269.002	2.1547	client_2	10.3125	6.75	accept	0	-0.2947
277.002	2.1547	client_1	2.3125	-7.25	accept	0	-0.3447
281.502	2.1547	client_2	14.3125	-5.25	accept	0	-0.4627
287.252	2.1547	client_1	14.3125	-3.25	accept	0	0.0923
293.502	2.1547	client_2	6.3125	4.75	accept	0	-0.3037
298.252	2.1547	client_2	14.3125	4.75	accept	0	-0.5527
304.752	2.1547	client_2	-9.6875	6.75	accept	0	0.6973
311.752	2.1547	client_2	10.3125	-1.25	accept	0	0.1643
319.752	2.1547	client_1	-13.6875	-1.25	reject	0	-0.2567
325.502	2.1547	client_1	-13.6875	-5.25	reject	0	0.4173
333.752	2.1547	client_1	10.3125	6.75	accept	0	-0.3497
339.002	2.1547	client_1	-1.6875	6.75	accept	0	-0.2107
344.002	2.1547	client_1	2.3125	0.75	accept	0	0.2743
348.752	2.1547	client_2	2.3125	2.75	accept	0	0.5973
353.502	2.1547	client_1	-1.6875	0.75	accept	0	0.5583
365.002	2.1547	client_1	6.3125	-3.25	accept	0	-0.0387
370.002	2.1547	client_2	-13.6875	0.75	reject	0	-0.1457
376.002	2.1547	client_1	-9.6875	0.75	accept	0	0.5803
381.502	2.1547	client_1	-13.6875	-7.25	reject	0	0.2983
390.502	2.1547	client_1	-9.6875	4.75	accept	0	0.2883
398.002	2.1547	client_2	6.3125	-1.25	accept	0	0.4313
402.502	2.1547	client_1	6.3125	4.75	accept	0	-0.4357
413.252	2.1547	client_2	-5.6875	-1.25	reject	0	-0.0027
