onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
2.252	3.2776	-0.1006	0	-7.7083	-14.4375	client_1	reject	positive
13.002	3.2776	-0.4426	0	-6.7083	-15.4375	client_1	reject	positive
22.252	3.2776	-0.1636	0	-5.7083	-5.4375	client_1	reject	positive
27.752	3.2776	-0.1436	0	0.2917	10.5625	client_1	accept	positive
34.252	3.2776	0.0904	0	14.2917	-17.4375	client_2	accept	negative
40.752	3.2776	-0.3746	0	-21.7083	-0.4375	client_2	reject	positive
48.002	3.2776	-0.2816	0	4.2917	6.5625	client_2	accept	negative
54.502	3.2776	-0.3816	0	-14.7083	16.5625	client_2	accept	positive
62.502	3.2776	-0.1356	0	26.2917	-2.4375	client_2	accept	negative
70.002	3.2776	-0.1436	0	-6.7083	10.5625	client_2	accept	negative
82.502	3.2776	-0.2846	0	-15.7083	19.5625	client_1	accept	positive
88.752	3.2776	0.2964	0	16.2917	-24.4375	client_1	reject	positive
96.752	3.2776	0.3424	0	-10.7083	4.5625	client_1	accept	positive
105.252	3.2776	0.3254	0	-12.7083	6.5625	client_1	accept	positive
113.002	3.2776	0.8964	0	-1.7083	-3.4375	client_1	reject	negative
120.752	3.2776	0.0064	0	16.2917	1.5625	client_2	accept	negative
131.002	3.2776	-0.2686	0	21.2917	1.5625	client_1	accept	positive
137.252	3.2776	-0.2516	0	-20.7083	13.5625	client_1	accept	positive
143.752	3.2776	-0.3856	0	-4.7083	15.5625	client_2	accept	positive
150.252	3.2776	0.0744	0	13.2917	4.5625	client_2	accept	positive
157.002	3.2776	0.4914	0	10.2917	-19.4375	client_1	reject	positive
166.002	3.2776	0.6754	0	8.2917	-12.4375	client_1	reject	negative
171.752	3.2776	0.8464	0	18.2917	0.5625	client_1	accept	positive
182.002	3.2776	0.6174	0	21.2917	-0.4375	client_2	accept	negative
191.502	3.2776	0.8914	0	-19.7083	7.5625	client_2	reject	positive
203.252	3.2776	-0.2876	0	-1.7083	13.5625	client_1	accept	positive
210.002	3.2776	-0.1486	0	-11.7083	14.5625	client_2	accept	positive
217.752	3.2776	-0.0326	0	5.2917	-27.4375	client_1	reject	positive
223.752	3.2776	4.0E-4	0	16.2917	-19.4375	client_1	reject	negative
231.502	3.2776	0.8774	0	10.2917	9.5625	client_2	accept	positive
238.002	3.2776	-0.2226	0	-16.7083	4.5625	client_1	reject	positive
244.002	3.2776	0.2624	0	1.2917	-11.4375	client_1	reject	positive
250.752	3.2776	-0.0086	0	15.2917	1.5625	client_1	accept	positive
257.252	3.2776	-0.2666	0	5.2917	11.5625	client_2	accept	positive
264.752	3.2776	-0.3396	0	6.2917	-28.4375	client_1	reject	positive
271.752	3.2776	0.2164	0	4.2917	8.5625	client_2	accept	positive
279.252	3.2776	-0.2096	0	3.2917	11.5625	client_2	accept	positive
285.252	3.2776	0.2114	0	-10.7083	-0.4375	client_2	reject	positive
291.002	3.2776	-0.4386	0	-13.7083	15.5625	client_2	accept	positive
297.502	3.2776	-0.1306	0	23.2917	-1.4375	client_2	accept	negative
304.752	3.2776	-0.3656	0	-15.7083	-6.4375	client_1	reject	positive
314.252	3.2776	-0.2176	0	-8.7083	13.5625	client_2	accept	positive
326.752	3.2776	-0.1806	0	0.2917	-22.4375	client_2	reject	positive
335.002	3.2776	-0.3546	0	-13.7083	1.5625	client_1	reject	positive
341.752	3.2776	-0.2976	0	-16.7083	19.5625	client_2	accept	positive
347.252	3.2776	-0.3406	0	-1.7083	13.5625	client_2	accept	positive
358.752	3.2776	0.3644	0	-0.7083	-4.4375	client_2	reject	positive
364.752	3.2776	-0.2886	0	-0.7083	-21.4375	client_1	reject	positive
