onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
1.752	2.9249	0.2581	0	16.0625	-19.7917	client_1	accept	positive
9.252	2.9249	-0.0969	0	-18.9375	-3.7917	client_2	reject	positive
15.252	2.9249	-0.2989	0	-4.9375	16.2083	client_2	accept	positive
24.752	2.9249	0.1961	0	3.0625	-25.7917	client_1	reject	positive
30.502	2.9249	-0.1099	0	1.0625	10.2083	client_1	accept	positive
36.752	2.9249	0.1371	0	18.0625	4.2083	client_2	accept	positive
46.502	2.9249	0.0631	0	4.0625	7.2083	client_2	accept	negative
53.002	2.9249	-0.1489	0	11.0625	4.2083	client_2	accept	negative
61.752	2.9249	0.0351	0	-8.9375	3.2083	client_2	reject	positive
74.252	2.9249	-0.2219	0	3.0625	10.2083	client_2	accept	positive
81.002	2.9249	-0.0609	0	2.0625	-12.7917	client_2	reject	positive
87.752	2.9249	-0.0049	0	1.0625	-23.7917	client_1	reject	positive
98.752	2.9249	0.0121	0	-3.9375	-1.7917	client_1	reject	negative
104.752	2.9249	-0.2039	0	-11.9375	19.2083	client_2	accept	positive
111.502	2.9249	0.1451	0	11.0625	-14.7917	client_1	accept	positive
121.502	2.9249	0.0071	0	2.0625	-12.7917	client_1	reject	positive
127.002	2.9249	0.3811	0	-7.9375	-14.7917	client_2	reject	positive
134.002	2.9249	-0.2209	0	9.0625	10.2083	client_2	accept	positive
140.502	2.9249	-0.2189	0	6.0625	6.2083	client_2	accept	negative
146.002	2.9249	0.1171	0	15.0625	-23.7917	client_1	reject	positive
154.502	2.9249	-0.0189	0	-11.9375	5.2083	client_1	reject	negative
165.002	2.9249	-0.2559	0	-10.9375	15.2083	client_2	accept	positive
171.752	2.9249	0.0671	0	-19.9375	-2.7917	client_1	reject	positive
178.252	2.9249	0.1141	0	-18.9375	-3.7917	client_1	reject	positive
187.502	2.9249	-0.1779	0	-5.9375	13.2083	client_2	accept	positive
196.002	2.9249	0.0771	0	-8.9375	-13.7917	client_1	reject	positive
203.752	2.9249	0.3531	0	17.0625	4.2083	client_1	accept	positive
211.252	2.9249	0.6051	0	-25.9375	12.2083	client_1	reject	positive
216.752	2.9249	0.0681	0	-1.9375	-8.7917	client_1	reject	positive
225.752	2.9249	0.0651	0	-0.9375	-21.7917	client_1	reject	positive
234.002	2.9249	-0.1789	0	-1.9375	15.2083	client_2	accept	positive
240.252	2.9249	0.0021	0	1.0625	10.2083	client_2	accept	positive
246.252	2.9249	-0.0089	0	-9.9375	3.2083	client_1	accept	positive
252.752	2.9249	-0.0849	0	14.0625	3.2083	client_2	accept	negative
259.002	2.9249	-0.0719	0	-1.9375	15.2083	client_1	accept	positive
264.752	2.9249	-0.0549	0	-23.9375	16.2083	client_1	accept	positive
274.252	2.9249	-0.3429	0	-3.9375	15.2083	client_2	accept	positive
280.502	2.9249	0.2091	0	7.0625	-16.7917	client_1	reject	positive
287.002	2.9249	-0.1329	0	3.0625	13.2083	client_2	accept	positive
293.252	2.9249	-0.0069	0	13.0625	-21.7917	client_1	reject	positive
300.752	2.9249	0.0581	0	-14.9375	14.2083	client_2	accept	negative
311.002	2.9249	0.0701	0	-9.9375	12.2083	client_1	accept	positive
320.502	2.9249	-0.2249	0	14.0625	3.2083	client_1	accept	positive
326.752	2.9249	-0.3069	0	6.0625	11.2083	client_1	accept	positive
334.502	2.9249	-0.1659	0	4.0625	9.2083	client_2	accept	positive
341.002	2.9249	0.3971	0	12.0625	-15.7917	client_2	reject	positive
346.752	2.9249	0.0891	0	18.0625	1.2083	client_2	accept	negative
356.252	2.9249	0.0911	0	16.0625	-24.7917	client_2	reject	positive
