onset	duration	normalized_rt	gains	losses	missing_trials	outcome
5.752	1.5275	0.9725	10.0	-1.0	1	n/a
11.252	1.5275	0.4215	-6.0	7.0	0	reject
15.502	1.5275	-0.6525	2.0	3.0	0	accept
25.252	1.5275	0.2395	-2.0	-1.0	0	accept
29.252	1.5275	-0.2865	2.0	-3.0	0	accept
36.252	1.5275	0.3045	2.0	-1.0	0	accept
43.252	1.5275	0.0425	-10.0	7.0	0	accept
47.752	1.5275	0.2445	6.0	-5.0	0	accept
51.502	1.5275	-0.2815	2.0	-7.0	0	accept
59.752	1.5275	0.1495	10.0	1.0	0	accept
65.502	1.5275	-0.1375	-6.0	-5.0	0	reject
70.752	1.5275	-0.0735	10.0	-5.0	0	accept
74.502	1.5275	-0.1955	-14.0	-3.0	0	reject
78.752	1.5275	-0.0125	-14.0	1.0	0	reject
84.002	1.5275	-0.0725	2.0	1.0	0	accept
89.002	1.5275	-0.3445	14.0	7.0	0	accept
94.002	1.5275	0.3985	-2.0	7.0	0	accept
98.502	1.5275	0.3905	14.0	3.0	0	accept
106.752	1.5275	-0.4215	6.0	-7.0	0	accept
112.252	1.5275	-0.4425	-14.0	-7.0	0	reject
117.502	1.5275	-0.5585	10.0	7.0	0	accept
127.252	1.5275	-0.0975	10.0	-7.0	0	accept
132.502	1.5275	-0.0865	14.0	-1.0	0	accept
136.002	1.5275	0.4835	10.0	-3.0	0	accept
139.752	1.5275	0.6945	6.0	-3.0	0	reject
150.252	1.5275	-0.3735	-2.0	3.0	0	accept
154.752	1.5275	0.6005	6.0	-1.0	0	accept
161.502	1.5275	0.9725	-6.0	5.0	1	n/a
170.002	1.5275	-0.1835	-2.0	5.0	0	accept
174.752	1.5275	-0.1965	10.0	5.0	0	accept
179.252	1.5275	-0.3435	2.0	5.0	0	accept
183.502	1.5275	-0.1725	-6.0	-7.0	0	reject
187.502	1.5275	0.1875	-10.0	-7.0	0	reject
192.002	1.5275	0.3915	2.0	-5.0	0	accept
198.752	1.5275	-0.4635	-6.0	-1.0	0	reject
203.252	1.5275	-0.2565	-14.0	3.0	0	reject
209.502	1.5275	0.0285	-10.0	-1.0	0	reject
214.252	1.5275	-0.1345	10.0	3.0	0	accept
220.752	1.5275	-0.0265	-14.0	5.0	0	reject
225.502	1.5275	0.5595	14.0	5.0	0	accept
229.252	1.5275	-0.0635	-2.0	1.0	0	reject
234.252	1.5275	0.9695	14.0	-7.0	0	accept
238.502	1.5275	0.3625	-2.0	-7.0	0	reject
242.752	1.5275	0.3245	-10.0	-5.0	0	reject
248.752	1.5275	0.4925	14.0	-5.0	0	accept
255.002	1.5275	0.9725	-2.0	-5.0	1	n/a
259.252	1.5275	-0.3395	-14.0	7.0	0	reject
263.252	1.5275	0.4705	6.0	5.0	0	accept
267.752	1.5275	0.3805	6.0	3.0	0	accept
275.752	1.5275	0.0065	-10.0	-3.0	0	reject
280.002	1.5275	0.9725	-2.0	-3.0	1	n/a
288.252	1.5275	0.4595	-6.0	3.0	0	accept
292.002	1.5275	0.9725	-6.0	1.0	1	n/a
297.002	1.5275	-0.6765	6.0	7.0	0	accept
303.002	1.5275	-0.1555	6.0	1.0	0	accept
312.752	1.5275	0.9215	-10.0	5.0	0	accept
318.252	1.5275	-0.3425	14.0	-3.0	0	accept
328.002	1.5275	0.9725	-6.0	-3.0	1	n/a
332.502	1.5275	-0.2315	-14.0	-5.0	0	reject
337.502	1.5275	-0.0365	-10.0	1.0	0	reject
343.502	1.5275	-0.5405	2.0	7.0	0	accept
350.502	1.5275	-0.6755	14.0	1.0	0	accept
356.002	1.5275	-0.1695	-10.0	3.0	0	reject
360.502	1.5275	-0.4775	-14.0	-1.0	0	reject
