onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.522	1.5141	0.2379	10.0	3.0	0	accept
5.252	1.5141	-0.3071	2.0	5.0	0	accept
9.002	1.5141	-0.0271	-2.0	1.0	0	accept
16.002	1.5141	-1.0E-4	2.0	7.0	0	accept
20.252	1.5141	-0.2681	2.0	-5.0	0	accept
25.502	1.5141	-0.1131	2.0	1.0	0	accept
29.502	1.5141	0.9539	6.0	1.0	0	accept
36.502	1.5141	0.0799	-14.0	5.0	0	accept
45.002	1.5141	-0.1251	-10.0	5.0	0	accept
50.002	1.5141	-0.2301	-14.0	-1.0	0	reject
56.252	1.5141	0.3139	14.0	-1.0	0	accept
63.502	1.5141	-0.3801	14.0	3.0	0	accept
70.252	1.5141	0.3939	-14.0	1.0	0	reject
74.752	1.5141	-0.2751	-6.0	1.0	0	accept
80.252	1.5141	-0.0161	10.0	-7.0	0	accept
85.002	1.5141	0.0909	2.0	-7.0	0	accept
88.502	1.5141	-0.0561	-2.0	-3.0	0	accept
92.502	1.5141	0.4319	-6.0	-3.0	0	accept
99.502	1.5141	-0.1771	-10.0	-3.0	0	reject
105.752	1.5141	-0.4681	6.0	-1.0	0	accept
110.502	1.5141	-0.2211	-6.0	7.0	0	accept
118.752	1.5141	-0.4331	-2.0	5.0	0	accept
124.752	1.5141	-0.1241	6.0	-5.0	0	accept
128.252	1.5141	-0.0601	-6.0	-5.0	0	accept
138.752	1.5141	0.0419	14.0	1.0	0	accept
142.502	1.5141	-0.4001	14.0	-3.0	0	accept
148.502	1.5141	0.1689	10.0	-5.0	0	accept
153.752	1.5141	-0.0851	14.0	-5.0	0	accept
159.002	1.5141	-0.0661	6.0	-3.0	0	accept
163.252	1.5141	0.1909	10.0	-3.0	0	accept
168.252	1.5141	-0.4641	14.0	7.0	0	accept
173.252	1.5141	0.1309	2.0	3.0	0	accept
177.002	1.5141	0.4499	-14.0	-3.0	0	reject
182.002	1.5141	0.2649	-6.0	-7.0	0	reject
185.752	1.5141	0.0719	6.0	-7.0	0	accept
191.252	1.5141	-0.2301	-10.0	7.0	0	accept
199.002	1.5141	-0.2271	-2.0	7.0	0	accept
204.252	1.5141	-0.0781	-14.0	-7.0	0	reject
208.752	1.5141	-0.0381	-14.0	-5.0	0	reject
219.252	1.5141	-0.4691	14.0	5.0	0	accept
226.752	1.5141	0.3699	-10.0	3.0	0	accept
236.752	1.5141	0.1939	-14.0	3.0	0	accept
240.252	1.5141	-0.0101	-6.0	5.0	0	accept
247.252	1.5141	-0.1341	-6.0	3.0	0	accept
253.752	1.5141	-0.6071	6.0	7.0	0	accept
258.502	1.5141	-0.2691	10.0	-1.0	0	accept
263.502	1.5141	-0.0731	-10.0	-7.0	0	reject
267.252	1.5141	0.3479	-2.0	-5.0	0	reject
273.002	1.5141	-0.0241	-6.0	-1.0	0	accept
277.002	1.5141	0.0349	10.0	5.0	0	accept
283.502	1.5141	0.5199	2.0	-1.0	0	accept
288.502	1.5141	-0.3161	-14.0	7.0	0	accept
294.002	1.5141	-0.2411	6.0	3.0	0	accept
304.252	1.5141	0.3069	-2.0	-1.0	0	accept
308.002	1.5141	0.0359	2.0	-3.0	0	accept
313.752	1.5141	0.5559	-2.0	3.0	0	accept
318.502	1.5141	-0.3741	6.0	5.0	0	accept
322.252	1.5141	0.3989	10.0	1.0	0	accept
327.002	1.5141	-0.1201	10.0	7.0	0	accept
333.002	1.5141	0.6429	-10.0	1.0	0	accept
337.752	1.5141	0.2979	-2.0	-7.0	0	accept
343.252	1.5141	0.5489	-10.0	-5.0	0	reject
347.252	1.5141	0.9859	-10.0	-1.0	1	n/a
351.502	1.5141	-0.5661	14.0	-7.0	0	accept
