onset	duration	client	gains	losses	outcome	missing_trials	normalized_rt
2.002	2.5545	client_2	-10.5	-1.125	reject	0	-0.3225
11.502	2.5545	client_1	-2.5	4.875	accept	0	-0.3085
17.752	2.5545	client_1	5.5	0.875	accept	0	-0.3965
26.252	2.5545	client_1	1.5	6.875	accept	0	-0.2585
34.252	2.5545	client_2	-2.5	6.875	accept	0	0.0705
40.502	2.5545	client_2	5.5	6.875	accept	0	-0.5245
46.002	2.5545	client_1	1.5	-5.125	n/a	1	0.9455
50.502	2.5545	client_2	13.5	-7.125	reject	0	0.4585
55.502	2.5545	client_1	13.5	-1.125	accept	0	-0.1875
60.002	2.5545	client_1	-10.5	-3.125	reject	0	0.2805
65.002	2.5545	client_1	-2.5	-3.125	accept	0	-0.1825
70.252	2.5545	client_1	-10.5	-7.125	reject	0	-0.6905
80.002	2.5545	client_1	9.5	0.875	accept	0	0.2295
85.502	2.5545	client_1	9.5	-7.125	accept	0	0.0055
90.502	2.5545	client_2	5.5	2.875	accept	0	-0.2675
97.002	2.5545	client_1	9.5	4.875	accept	0	-0.2705
107.502	2.5545	client_1	-14.5	0.875	reject	0	-0.6955
112.002	2.5545	client_1	1.5	-3.125	n/a	1	0.9455
118.252	2.5545	client_2	5.5	4.875	accept	0	0.8285
123.502	2.5545	client_2	9.5	-3.125	reject	0	-0.0955
129.002	2.5545	client_1	1.5	2.875	accept	0	-0.7925
133.752	2.5545	client_2	13.5	6.875	accept	0	-0.5965
140.252	2.5545	client_2	9.5	6.875	accept	0	-0.4355
146.502	2.5545	client_2	1.5	-5.125	reject	0	0.0425
155.002	2.5545	client_2	-2.5	-5.125	reject	0	0.2455
159.752	2.5545	client_2	-2.5	-1.125	reject	0	0.8905
166.252	2.5545	client_1	-2.5	0.875	accept	0	0.1325
171.002	2.5545	client_1	-10.5	2.875	accept	0	0.6915
175.752	2.5545	client_2	-6.5	-5.125	reject	0	-0.1815
182.002	2.5545	client_1	5.5	6.875	accept	0	-0.4725
188.252	2.5545	client_1	9.5	2.875	accept	0	0.2575
195.002	2.5545	client_2	-10.5	-5.125	reject	0	-0.5365
201.752	2.5545	client_1	-2.5	-1.125	accept	0	-0.1285
206.752	2.5545	client_2	-14.5	6.875	accept	0	0.1555
213.502	2.5545	client_1	1.5	-7.125	accept	0	0.2505
222.752	2.5545	client_2	13.5	-1.125	accept	0	0.6355
229.502	2.5545	client_1	5.5	-5.125	accept	0	0.3615
236.002	2.5545	client_2	5.5	-5.125	reject	0	0.0985
242.752	2.5545	client_2	9.5	2.875	accept	0	0.1835
249.502	2.5545	client_2	5.5	-1.125	accept	0	0.7665
257.752	2.5545	client_1	-6.5	-7.125	reject	0	-0.2905
264.252	2.5545	client_1	-14.5	4.875	reject	0	-0.0495
270.502	2.5545	client_2	-2.5	2.875	reject	0	0.4715
275.252	2.5545	client_2	9.5	0.875	accept	0	0.1815
280.502	2.5545	client_2	-10.5	2.875	reject	0	-0.0525
286.502	2.5545	client_2	-6.5	0.875	reject	0	-0.3225
291.752	2.5545	client_1	-6.5	2.875	accept	0	0.3315
296.503	2.5545	client_1	13.5	6.875	accept	0	-0.7595
308.002	2.5545	client_2	-10.5	0.875	reject	0	0.4825
314.002	2.5545	client_1	-6.5	-5.125	reject	0	0.2305
320.502	2.5545	client_2	-2.5	4.875	reject	0	0.7715
326.252	2.5545	client_2	1.5	-3.125	reject	0	-0.2315
332.252	2.5545	client_2	-14.5	-5.125	reject	0	-0.3365
343.502	2.5545	client_1	9.5	-1.125	accept	0	-0.1555
349.502	2.5545	client_1	9.5	-5.125	accept	0	0.7975
357.002	2.5545	client_2	-2.5	0.875	reject	0	0.8995
363.002	2.5545	client_2	-14.5	2.875	reject	0	-0.3345
371.002	2.5545	client_2	-6.5	-3.125	reject	0	0.0205
379.002	2.5545	client_2	-14.5	4.875	reject	0	-0.4035
385.002	2.5545	client_2	9.5	-7.125	reject	0	-0.5085
390.252	2.5545	client_1	-6.5	4.875	accept	0	-0.8945
396.252	2.5545	client_1	-2.5	-5.125	accept	0	0.2595
403.502	2.5545	client_1	-6.5	-1.125	reject	0	0.9425
412.752	2.5545	client_1	13.5	4.875	accept	0	-0.2885
