onset	duration	normalized_rt	missing_trials	gain	loss	client	investment_suggestion	feedback
1.002	3.2821	-0.0691	0	-1.9167	13.8333	client_2	accept	positive
9.002	3.2821	-0.3861	0	-1.9167	-3.1667	client_1	accept	positive
18.752	3.2821	-0.2981	0	-15.9167	19.8333	client_2	accept	positive
24.252	3.2821	-0.0731	0	-11.9167	17.8333	client_1	accept	positive
31.252	3.2821	-0.5681	0	9.0833	4.8333	client_1	accept	positive
41.252	3.2821	-0.0761	0	-11.9167	17.8333	client_2	accept	positive
49.002	3.2821	0.3439	0	-9.9167	3.8333	client_1	accept	positive
58.752	3.2821	0.2099	0	-0.9167	-21.1667	client_2	reject	positive
68.252	3.2821	-0.3691	0	-8.9167	13.8333	client_1	accept	positive
73.752	3.2821	-0.2341	0	27.0833	-3.1667	client_1	reject	negative
82.752	3.2821	0.0669	0	-19.9167	7.8333	client_1	reject	positive
92.752	3.2821	0.0229	0	18.0833	2.8333	client_1	accept	positive
99.752	3.2821	-0.3941	0	-3.9167	14.8333	client_2	accept	positive
108.502	3.2821	0.4029	0	6.0833	-15.1667	client_1	accept	negative
116.002	3.2821	0.5969	0	5.0833	8.8333	client_2	accept	positive
124.502	3.2821	-0.1731	0	5.0833	-27.1667	client_2	reject	positive
130.252	3.2821	-0.0311	0	-7.9167	-3.1667	client_1	reject	positive
137.252	3.2821	0.1999	0	5.0833	5.8333	client_2	accept	negative
144.002	3.2821	-0.3011	0	20.0833	-0.1667	client_2	accept	negative
149.502	3.2821	-0.1531	0	18.0833	-21.1667	client_1	accept	positive
156.502	3.2821	0.1689	0	12.0833	-21.1667	client_1	accept	negative
164.752	3.2821	-0.1361	0	-17.9167	5.8333	client_1	reject	positive
174.002	3.2821	1.2179	1	9.0833	6.8333	client_2	n/a	negative
180.502	3.2821	0.1249	0	-7.9167	-14.1667	client_1	reject	positive
187.002	3.2821	-0.0171	0	15.0833	-18.1667	client_1	reject	negative
199.502	3.2821	-0.0301	0	-5.9167	-16.1667	client_1	reject	positive
205.502	3.2821	-0.4221	0	-24.9167	11.8333	client_1	reject	positive
214.002	3.2821	-0.4201	0	13.0833	-16.1667	client_2	reject	positive
220.502	3.2821	0.0339	0	-13.9167	7.8333	client_1	accept	positive
228.502	3.2821	-0.0081	0	24.0833	-1.1667	client_2	accept	negative
234.002	3.2821	-0.1791	0	-17.9167	10.8333	client_1	accept	positive
244.252	3.2821	0.4029	0	1.0833	-23.1667	client_1	reject	positive
251.752	3.2821	0.4499	0	-0.9167	10.8333	client_2	accept	positive
257.752	3.2821	-0.0361	0	12.0833	8.8333	client_2	accept	positive
270.002	3.2821	0.6119	0	0.0833	13.8333	client_1	accept	positive
280.252	3.2821	0.0469	0	17.0833	-25.1667	client_2	accept	negative
286.002	3.2821	-0.2051	0	-6.9167	-15.1667	client_1	reject	positive
292.502	3.2821	-0.3031	0	-0.9167	8.8333	client_2	accept	negative
298.252	3.2821	0.0209	0	2.0833	12.8333	client_2	accept	positive
304.252	3.2821	1.1349	0	-3.9167	-1.1667	client_2	reject	positive
311.252	3.2821	-0.2441	0	15.0833	4.8333	client_2	accept	positive
317.502	3.2821	-0.0371	0	-2.9167	-19.1667	client_1	reject	positive
323.252	3.2821	-0.2331	0	-3.9167	-18.1667	client_1	reject	positive
333.252	3.2821	-0.0571	0	2.0833	6.8333	client_2	accept	negative
341.502	3.2821	0.0749	0	-16.9167	4.8333	client_2	reject	positive
349.752	3.2821	0.0179	0	-9.9167	14.8333	client_2	accept	positive
357.252	3.2821	0.1279	0	-2.9167	11.8333	client_2	accept	positive
363.002	3.2821	0.3939	0	-3.9167	9.8333	client_2	accept	negative
