onset	duration	normalized_rt	gains	losses	missing_trials	outcome
1.502	1.3509	-0.0029	14.0	-5.0	0	accept
5.752	1.3509	-0.0019	-2.0	-1.0	0	accept
10.002	1.3509	0.1671	-10.0	-5.0	0	reject
14.252	1.3509	0.0841	-6.0	-5.0	0	accept
24.752	1.3509	0.1221	2.0	-3.0	0	accept
29.002	1.3509	-0.3069	2.0	7.0	0	accept
33.502	1.3509	-0.1429	14.0	3.0	0	accept
38.252	1.3509	0.0591	14.0	-1.0	0	accept
45.002	1.3509	0.0701	6.0	-5.0	0	reject
48.752	1.3509	0.0781	6.0	-7.0	0	reject
59.252	1.3509	0.2701	2.0	3.0	0	accept
65.752	1.3509	-0.3989	14.0	7.0	0	accept
69.502	1.3509	-0.5499	10.0	7.0	0	accept
74.752	1.3509	-0.2039	10.0	5.0	0	accept
81.502	1.3509	-0.0369	10.0	-1.0	0	accept
85.252	1.3509	1.0291	-6.0	1.0	0	accept
90.252	1.3509	0.2231	-10.0	3.0	0	accept
93.752	1.3509	0.2061	14.0	1.0	0	accept
98.752	1.3509	0.7151	-2.0	5.0	0	accept
108.502	1.3509	0.6511	-14.0	-5.0	0	reject
113.002	1.3509	-0.2429	-6.0	-7.0	0	reject
117.002	1.3509	0.0601	10.0	-5.0	0	accept
120.752	1.3509	-0.1599	-6.0	3.0	0	accept
127.002	1.3509	0.4491	-2.0	3.0	0	accept
134.252	1.3509	-0.2369	2.0	1.0	0	accept
140.752	1.3509	-0.0639	-14.0	7.0	0	accept
145.252	1.3509	0.2241	14.0	-3.0	0	accept
154.752	1.3509	0.0081	-2.0	-5.0	0	accept
165.002	1.3509	-9.0E-4	-2.0	-7.0	0	accept
169.252	1.3509	0.7011	-14.0	1.0	0	reject
173.502	1.3509	-0.1849	2.0	-1.0	0	accept
180.752	1.3509	-0.3209	-2.0	1.0	0	accept
184.252	1.3509	-0.4179	6.0	3.0	0	accept
191.252	1.3509	1.0551	-10.0	-1.0	0	reject
197.502	1.3509	-0.1059	-10.0	5.0	0	accept
201.752	1.3509	0.2261	-10.0	1.0	0	accept
209.002	1.3509	-0.2019	6.0	-3.0	0	accept
216.502	1.3509	1.1491	-6.0	-3.0	1	n/a
224.002	1.3509	0.0411	-14.0	3.0	0	accept
233.252	1.3509	-0.4709	10.0	1.0	0	accept
238.002	1.3509	-0.6399	6.0	5.0	0	accept
243.252	1.3509	-0.4629	6.0	1.0	0	accept
251.252	1.3509	-0.3269	-10.0	7.0	0	accept
256.002	1.3509	-0.1189	-14.0	5.0	0	accept
262.752	1.3509	-0.1179	-6.0	7.0	0	accept
266.502	1.3509	0.6061	-6.0	5.0	0	accept
271.252	1.3509	-0.4679	10.0	-3.0	0	accept
278.502	1.3509	-0.2789	14.0	5.0	0	accept
282.252	1.3509	-0.3699	6.0	7.0	0	accept
286.252	1.3509	-0.0469	14.0	-7.0	0	accept
290.252	1.3509	0.0641	-14.0	-7.0	0	reject
298.752	1.3509	0.0201	-10.0	-7.0	0	reject
302.502	1.3509	0.3741	-10.0	-3.0	0	accept
311.252	1.3509	-0.0919	-2.0	-3.0	0	accept
315.252	1.3509	-0.1489	-14.0	-3.0	0	reject
320.502	1.3509	0.6371	2.0	-5.0	0	accept
324.502	1.3509	0.5231	-14.0	-1.0	0	reject
331.002	1.3509	-0.1059	2.0	-7.0	0	accept
334.502	1.3509	0.0561	6.0	-1.0	0	accept
338.502	1.3509	-0.4759	2.0	5.0	0	accept
342.752	1.3509	-0.0559	10.0	-7.0	0	accept
349.502	1.3509	-0.6619	10.0	3.0	0	accept
353.252	1.3509	0.0761	-6.0	-1.0	0	reject
357.002	1.3509	-0.3769	-2.0	7.0	0	accept
