onset	duration	normalized_rt	gains	losses	missing_trials	outcome
5.002	1.2717	0.2963	2.0	7.0	0	reject
8.502	1.2717	0.2453	14.0	1.0	0	accept
12.752	1.2717	-0.0117	2.0	-7.0	0	accept
17.252	1.2717	0.2183	-14.0	-3.0	0	reject
21.502	1.2717	-0.4627	2.0	-5.0	0	accept
27.752	1.2717	-0.3147	-2.0	3.0	0	accept
31.252	1.2717	-0.4887	-10.0	5.0	0	accept
36.252	1.2717	0.2113	6.0	-5.0	0	accept
41.002	1.2717	0.0733	-14.0	-7.0	0	reject
45.502	1.2717	0.0783	-10.0	-7.0	0	reject
54.252	1.2717	0.1033	6.0	-3.0	0	accept
60.252	1.2717	0.0903	-10.0	-3.0	0	reject
64.752	1.2717	-0.2277	6.0	1.0	0	accept
69.002	1.2717	-0.2427	14.0	-7.0	0	accept
73.502	1.2717	0.1213	-6.0	-7.0	0	reject
78.752	1.2717	1.1143	-6.0	-3.0	0	accept
85.752	1.2717	-0.2887	-14.0	-1.0	0	reject
89.752	1.2717	0.4193	-2.0	-3.0	0	accept
99.502	1.2717	-0.4547	-6.0	-5.0	0	reject
108.502	1.2717	-0.3727	14.0	7.0	0	accept
112.002	1.2717	-0.4237	10.0	7.0	0	accept
116.502	1.2717	0.1383	-2.0	-5.0	0	accept
120.502	1.2717	-0.0697	6.0	-7.0	0	accept
129.252	1.2717	0.4843	-10.0	7.0	0	accept
133.502	1.2717	-0.3367	6.0	3.0	0	accept
139.252	1.2717	0.0663	10.0	1.0	0	accept
146.752	1.2717	0.7613	-14.0	3.0	0	reject
155.002	1.2717	-0.0037	-2.0	-7.0	0	accept
161.002	1.2717	-0.0817	6.0	-1.0	0	accept
165.502	1.2717	0.2933	-2.0	-1.0	0	accept
169.502	1.2717	0.1493	14.0	-5.0	0	reject
180.002	1.2717	0.1723	-6.0	-1.0	0	accept
184.752	1.2717	1.0343	-6.0	3.0	0	accept
189.502	1.2717	0.3483	2.0	5.0	0	accept
193.252	1.2717	0.2723	-10.0	1.0	0	accept
199.252	1.2717	-0.0327	2.0	1.0	0	accept
203.002	1.2717	-0.4287	6.0	5.0	0	accept
206.752	1.2717	-0.2457	10.0	3.0	0	accept
211.002	1.2717	-0.3267	10.0	5.0	0	accept
220.752	1.2717	0.0963	10.0	-7.0	0	accept
227.252	1.2717	0.0163	-6.0	1.0	0	accept
232.502	1.2717	0.7153	-2.0	1.0	0	accept
237.502	1.2717	-0.1867	-10.0	-5.0	0	reject
244.002	1.2717	-0.4027	14.0	3.0	0	accept
247.752	1.2717	0.1063	10.0	-3.0	0	accept
255.252	1.2717	-0.4117	14.0	5.0	0	accept
261.252	1.2717	-0.2437	2.0	-3.0	0	accept
265.002	1.2717	0.2423	-14.0	-5.0	0	reject
272.002	1.2717	-0.1637	-10.0	3.0	0	accept
276.752	1.2717	0.1423	-14.0	5.0	0	accept
282.252	1.2717	1.2283	14.0	-1.0	1	n/a
286.252	1.2717	0.7603	-6.0	7.0	0	accept
292.502	1.2717	-0.3107	-10.0	-1.0	0	accept
296.752	1.2717	-0.1377	-6.0	5.0	0	accept
300.752	1.2717	-0.5127	-2.0	7.0	0	accept
306.252	1.2717	-0.2257	10.0	-5.0	0	accept
313.502	1.2717	-0.0237	2.0	-1.0	0	accept
318.752	1.2717	-0.5347	6.0	7.0	0	accept
325.252	1.2717	-0.5617	2.0	3.0	0	accept
330.252	1.2717	-0.3367	14.0	-3.0	0	accept
338.502	1.2717	-0.3007	10.0	-1.0	0	accept
345.502	1.2717	-0.1507	-14.0	1.0	0	reject
352.752	1.2717	-0.0597	-14.0	7.0	0	reject
357.002	1.2717	0.6073	-2.0	5.0	0	accept
