onset	duration	normalized_rt	gains	losses	missing_trials	outcome
3.752	1.3366	0.0974	-14.0	-1.0	0	accept
12.502	1.3366	-0.1426	10.0	7.0	0	accept
16.252	1.3366	-0.4676	6.0	7.0	0	accept
20.752	1.3366	-0.2316	-14.0	1.0	0	accept
24.252	1.3366	0.3044	2.0	-7.0	0	accept
28.002	1.3366	0.5534	-14.0	-3.0	0	reject
32.752	1.3366	-0.0246	-2.0	-1.0	0	accept
41.252	1.3366	-0.0416	-2.0	-7.0	0	accept
48.002	1.3366	-0.0206	-2.0	1.0	0	accept
54.252	1.3366	-0.4886	6.0	5.0	0	accept
58.502	1.3366	-0.0906	10.0	-1.0	0	accept
62.502	1.3366	-0.0946	2.0	3.0	0	accept
70.002	1.3366	-0.0926	2.0	5.0	0	accept
74.502	1.3366	-0.4586	10.0	5.0	0	accept
78.502	1.3366	-0.2646	10.0	3.0	0	accept
84.502	1.3366	-0.0056	14.0	-5.0	0	accept
90.502	1.3366	-0.0026	-10.0	5.0	0	accept
94.752	1.3366	0.8134	-6.0	-1.0	0	reject
98.502	1.3366	0.4134	-2.0	-3.0	0	accept
106.252	1.3366	0.1494	-2.0	3.0	0	accept
112.252	1.3366	0.1014	-14.0	7.0	0	accept
120.252	1.3366	0.0184	10.0	-3.0	0	accept
124.002	1.3366	0.2894	-10.0	-1.0	0	reject
133.752	1.3366	0.0474	-14.0	3.0	0	reject
139.502	1.3366	-0.1476	-10.0	-3.0	0	reject
144.002	1.3366	0.2744	-2.0	-5.0	0	reject
150.752	1.3366	0.9164	-14.0	-5.0	0	reject
154.252	1.3366	0.0414	14.0	-3.0	0	accept
158.502	1.3366	-0.1636	10.0	-5.0	0	accept
162.002	1.3366	-0.0916	6.0	3.0	0	accept
166.502	1.3366	-0.3186	-6.0	5.0	0	accept
171.002	1.3366	-0.0536	-10.0	1.0	0	accept
175.502	1.3366	-0.1746	10.0	-7.0	0	accept
179.252	1.3366	0.3414	-6.0	-3.0	0	accept
189.752	1.3366	-0.3246	14.0	5.0	0	accept
199.752	1.3366	-0.4906	14.0	7.0	0	accept
205.002	1.3366	-0.0406	6.0	1.0	0	accept
210.502	1.3366	-0.1166	14.0	1.0	0	accept
218.252	1.3366	-0.0126	-6.0	7.0	0	accept
223.252	1.3366	0.4064	-14.0	-7.0	0	reject
227.252	1.3366	0.2844	-10.0	-7.0	0	reject
233.502	1.3366	-0.1886	6.0	-1.0	0	accept
238.002	1.3366	0.4484	2.0	-3.0	0	reject
244.752	1.3366	0.0404	2.0	-1.0	0	accept
248.502	1.3366	0.5394	14.0	-1.0	0	accept
253.002	1.3366	0.6324	14.0	-7.0	0	reject
257.002	1.3366	0.5664	-10.0	-5.0	0	reject
261.502	1.3366	0.4104	-6.0	1.0	0	reject
265.252	1.3366	0.0504	2.0	7.0	0	accept
273.252	1.3366	-0.1826	2.0	1.0	0	accept
277.002	1.3366	-0.1756	10.0	1.0	0	accept
286.502	1.3366	0.9764	6.0	-3.0	0	accept
293.252	1.3366	1.1634	-6.0	-5.0	1	n/a
297.252	1.3366	0.2934	-6.0	-7.0	0	reject
301.502	1.3366	-0.4216	-2.0	5.0	0	accept
310.502	1.3366	-0.4756	-10.0	7.0	0	accept
314.002	1.3366	-0.5016	2.0	-5.0	0	accept
323.752	1.3366	-0.6006	-10.0	3.0	0	accept
329.502	1.3366	-0.2476	-14.0	5.0	0	reject
334.252	1.3366	-0.3856	-6.0	3.0	0	accept
339.252	1.3366	-0.2716	6.0	-7.0	0	reject
344.002	1.3366	-0.3676	6.0	-5.0	0	reject
350.252	1.3366	-0.3736	14.0	3.0	0	accept
356.252	1.3366	-0.4586	-2.0	7.0	0	accept
