onset	duration	normalized_rt	gains	losses	missing_trials	outcome
4.252	1.4602	0.3938	-2.0	7.0	0	accept
10.252	1.4602	1.0398	2.0	3.0	1	n/a
19.502	1.4602	0.3728	-10.0	5.0	0	reject
26.252	1.4602	-0.0052	-10.0	3.0	0	reject
29.752	1.4602	-0.0652	10.0	3.0	0	accept
33.752	1.4602	0.0398	-10.0	1.0	0	reject
42.252	1.4602	0.2858	10.0	-3.0	0	accept
47.002	1.4602	-0.3722	-2.0	1.0	0	reject
54.752	1.4602	0.0748	-2.0	-7.0	0	reject
64.002	1.4602	-0.2662	2.0	7.0	0	accept
69.002	1.4602	0.1568	-2.0	3.0	0	accept
72.752	1.4602	0.1698	10.0	1.0	0	accept
77.502	1.4602	-0.1182	10.0	-5.0	0	reject
83.002	1.4602	-0.3172	10.0	-7.0	0	reject
87.002	1.4602	-0.2612	2.0	-7.0	0	reject
91.252	1.4602	0.0608	14.0	-3.0	0	reject
97.002	1.4602	0.2308	-2.0	5.0	0	reject
103.752	1.4602	0.4548	6.0	-1.0	0	accept
107.752	1.4602	0.4328	10.0	7.0	0	accept
114.502	1.4602	0.5018	-6.0	-3.0	0	reject
119.502	1.4602	0.0968	-14.0	-1.0	0	reject
125.752	1.4602	-0.3222	-6.0	5.0	0	reject
131.502	1.4602	0.5528	-6.0	7.0	0	accept
139.752	1.4602	-0.3502	-10.0	7.0	0	reject
147.002	1.4602	-0.2542	-2.0	-1.0	0	reject
150.502	1.4602	0.0108	-14.0	7.0	0	reject
157.752	1.4602	0.0088	14.0	1.0	0	accept
161.502	1.4602	0.3498	-10.0	-3.0	0	reject
166.752	1.4602	0.7298	6.0	-5.0	0	reject
171.252	1.4602	0.1808	-2.0	-3.0	0	reject
175.002	1.4602	0.0918	6.0	-7.0	0	accept
179.002	1.4602	0.6488	14.0	-7.0	0	accept
183.002	1.4602	-0.4232	2.0	5.0	0	accept
187.752	1.4602	0.0898	10.0	-1.0	0	accept
196.752	1.4602	-0.0052	2.0	-5.0	0	accept
202.502	1.4602	0.5078	-10.0	-7.0	0	reject
207.502	1.4602	-0.2282	-10.0	-1.0	0	reject
211.252	1.4602	0.0748	2.0	1.0	0	reject
215.752	1.4602	0.2238	6.0	3.0	0	accept
220.002	1.4602	0.6948	14.0	-5.0	0	accept
224.002	1.4602	-0.2112	-2.0	-5.0	0	reject
227.502	1.4602	0.0478	-14.0	1.0	0	reject
233.252	1.4602	-0.1422	10.0	5.0	0	accept
238.252	1.4602	-0.5582	14.0	7.0	0	accept
241.752	1.4602	-0.1152	2.0	-1.0	0	accept
245.252	1.4602	1.0398	6.0	1.0	1	n/a
253.002	1.4602	-0.1332	-6.0	-1.0	0	reject
257.252	1.4602	-0.2842	-10.0	-5.0	0	reject
261.252	1.4602	-0.5312	-14.0	-7.0	0	reject
265.002	1.4602	-0.6562	-14.0	-3.0	0	reject
271.252	1.4602	0.4658	14.0	-1.0	0	accept
279.252	1.4602	-0.2582	-14.0	3.0	0	reject
284.002	1.4602	-0.4042	-6.0	3.0	0	reject
290.252	1.4602	0.1018	6.0	-3.0	0	accept
296.002	1.4602	0.4248	2.0	-3.0	0	reject
301.502	1.4602	0.0588	6.0	5.0	0	accept
310.252	1.4602	-0.5082	14.0	5.0	0	accept
314.252	1.4602	-0.5692	14.0	3.0	0	accept
319.752	1.4602	-0.6602	6.0	7.0	0	accept
328.002	1.4602	0.1038	-6.0	-7.0	0	reject
332.002	1.4602	-0.5492	-14.0	-5.0	0	reject
336.002	1.4602	0.0318	-14.0	5.0	0	reject
345.252	1.4602	-0.4752	-6.0	-5.0	0	reject
355.752	1.4602	0.3758	-6.0	1.0	0	reject
